,Unnamed: 0,pl_name,hd_name,hip_name,tic_id,disposition,sy_snum,sy_pnum,rv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w3mag,sy_w4mag,sy_icmag,sy_kepmag,k2_campaigns,lc_amplitude,lc_mean,lc_median,lc_q3,lc_q31,lc_resBFR,lc_skew,lc_kurtosis,lc_std
3002,3002,K2-384 f,,,TIC 399702475,1,1.0,5.0,0.0,13.62757,,1.78,,,,,,,,,,,,,,,2457392.5987,0.0,,0.437,2.16,45.9,0.0636,,,,,,,,0.26,,,,,,,,,,,0.7509701,-61.16767,138.93411,-7.31166,19.21835,119.1985204,103.228,-59.6009,82.6603,12.0702,,16.12,19.4931,17.0601,15.6324,14.29,13.5729,11.19,10.91,9.11,,14.256,8.0,366.42578125,9063.4765625,,,,0.9279279279279279,,,29.499923706054688
3005,3005,K2-385 b,,,TIC 257429687,1,1.0,1.0,0.0,2.38098,,1.72,,,,,,,,,,,,,,,2457393.4515,0.0,,0.0506,1.92,8.4,0.0215,,,,,,,,0.73,,,,,,,,,,,5.8712567,-56.99964,122.48371,0.4263,13.88702,69.7779236,65.5023,-24.0501,420.819,2.34786,15.575,14.645,17.1057,15.0978,14.2801,13.9889,13.847,12.178,11.551,8.794,,14.339,8.0,806.486328125,26373.267578125,,,,0.7104795737122558,,,36.115760803222656
3007,3007,K2-386 b,,,TIC 376879052,1,1.0,1.0,0.0,7.47372,,,,,,,,,,,,,,,,,2457395.9039,0.0,0.55,,,14.0,0.02318,,,,,,,5592.0,1.01,,,,,,,,,,,7.0130302,-55.45458,132.4843,-0.68439,19.54321,11.8878037,-8.15091,-8.65347,428.785,2.30381,13.849,13.241,15.4321,13.6726,13.0388,12.9295,13.5007,11.49,11.627,8.51,,13.015,8.0,624.8984375,89484.671875,,,,1.2706367924528301,,,76.82206726074219
3010,3010,K2-387 b,,,TIC 376938120,1,1.0,1.0,0.0,28.7342,,8.22,,,,,,,,,,,,,,,2457401.9793,0.0,,1.398,3.288,64.7,0.1134,,,,,,,,0.66,,,,,,,,,,,11.3684915,-50.97688,133.21362,2.92623,22.22807,20.0672612,2.09313,-19.9578,266.318,3.72681,17.718,16.147,19.8276,17.1483,15.6964,14.7663,14.4117,12.183,12.189,9.087,,15.54,8.0,539.527099609375,7708.95654296875,,,,1.0435013262599468,,,35.04267883300781
3013,3013,K2-388 b,,,TIC 49735922,1,1.0,1.0,0.0,6.339069,,3.66,,,,,,,,,,,,,,,2457741.794408,0.0,0.388,,3.2,14.71,0.0374,,,,,,G8,5367.0,0.9,0.84,0.124,[Fe/H],,4.46,,,,,,-11.0773564,-65.17333,69.3239,-7.28311,348.92071,23.2335777,0.39025,-23.2303,290.495,3.41439,13.67,12.861,,,,,,10.881,10.878,8.859,,12.614,,2215.6953125,104833.96875,,,,1.5434782608695652,,,242.63214111328125
3015,3015,K2-389 b,,,TIC 9030096,1,1.0,2.0,0.0,8.583566,,2.118,,,,,,,,,,,,,,,2457742.784459,0.0,0.696,,3.1,15.76,0.0179,,,,,,G3,5782.0,1.08,0.8,-0.034,[Fe/H],,4.27,,,,,,-9.7135814,-66.17747,76.64503,-7.17662,352.12059,76.0914368,75.5418,-9.12925,259.208,3.82959,12.231,11.827,14.5754,12.1665,11.6409,11.4841,12.5192,10.118,10.282,8.758,,11.636,,21142.84375,265648.03125,,,,1.3365617433414043,,,1047.51806640625
3017,3017,K2-389 c,,,TIC 9030096,1,1.0,2.0,0.0,20.851337,,2.04,,,,,,,,,,,,,,,2457747.1012,0.0,0.399,,,28.9,0.0172,,,,,,,5782.0,1.08,0.8,-0.034,[Fe/H],,4.27,,,,,,-9.7135814,-66.17747,76.64503,-7.17662,352.12059,76.0914368,75.5418,-9.12925,259.208,3.82959,12.231,11.827,14.5754,12.1665,11.6409,11.4841,12.5192,10.118,10.282,8.758,,11.636,,21142.84375,265648.03125,,,,1.3365617433414043,,,1047.51806640625
3019,3019,K2-39 b,,,TIC 250977648,1,1.0,1.0,1.0,4.60543,,6.277,28.6047,0.09,,,,,28.6047,0.09,Mass,,0.0,,,80.39,,0.0,,0.037,,3.41,,,,14.4,,,,4881.0,2.97,0.66,0.32,[Fe/H],,3.44,,0.04,,,,-9.0229405,-52.74736,55.42682,0.05348,336.64549,56.7377939,-40.9478,-39.2741,307.47,3.2244,12.153,10.831,14.9806,11.4948,10.6072,10.3292,10.6531,8.419,8.441,8.338,,10.581,3.0,1257.40625,820193.0,,,,0.9038245219347582,,,159.89544677734375
3025,3025,K2-390 b,,,TIC 9030119,1,1.0,1.0,0.0,3.312792,,4.662,,,,,,,,,,,,,,,2457739.9029,0.0,0.893,,,5.51,0.0442,,,,,,,5558.0,0.97,0.79,-0.116,[Fe/H],,4.37,,,,,,-9.5887124,-66.12882,76.97927,-7.09053,352.23643,40.4321139,26.6741,-30.385,456.122,2.16371,14.281,13.611,,,,,,11.678,11.512,9.014,,13.376,,1224.353515625,52977.08203125,,,,0.7933116581514166,,,63.8775749206543
3027,3027,K2-391 b,,,TIC 9054633,1,1.0,1.0,0.0,4.622654,,1.371,,,,,,,,,,,,,,,2457741.5165,0.0,0.434,,,11.92,0.0222,,,,,,,5543.0,0.57,0.76,-0.543,[Fe/H],,4.97,,,,,,-7.7015151,-64.9803,80.80955,-5.56692,353.47205,9.0963236,6.58334,6.27716,507.94,1.94134,13.368,12.527,15.1409,13.1345,12.4005,12.321,12.8233,10.649,10.581,8.295,,12.36,,618.6328125,145653.046875,,,,1.1564245810055866,,,64.80232238769531
3029,3029,K2-392 b,,,TIC 8963531,1,1.0,1.0,0.0,15.398723,,1.85,,,,,,,,,,,,,,,2457739.6737,0.0,0.711,,,24.32,0.016,,,,,,,5726.0,1.06,0.84,-0.238,[Fe/H],,4.31,,,,,,-7.4788816,-63.84131,78.2799,-4.74071,352.12206,28.8997693,28.4782,-4.91821,406.985,2.42975,13.491,12.922,14.9287,13.3491,14.7425,12.6612,13.0854,11.159,11.065,8.997,,12.719,,489.4609375,114923.8203125,,,,0.9668874172185431,,,24.105226516723633
3031,3031,K2-393 b,,,TIC 279046938,1,1.0,1.0,0.0,10.413181,,2.352,,,,,,,,,,,,,,,2457739.3926,0.0,0.803,,,18.38,0.0201,,,,,,,5678.0,1.07,0.88,0.076,[Fe/H],,4.32,,,,,,-0.0821031,-54.24391,78.0678,4.46677,349.40912,21.7518329,6.18658,20.8535,265.914,3.7322,12.638,11.84,,,,,,10.25,10.367,8.47,,11.769,12.0,3795.7578125,233854.03125,,,,1.0504514073287308,,,191.5360870361328
3033,3033,K2-394 b,,,TIC 436575927,1,1.0,1.0,0.0,5.095717,,1.692,,,,,,,,,,,,,,,2457825.2859,0.0,0.636,,,15.96,0.0245,,,,,,,4938.0,0.63,0.48,-0.388,[Fe/H],,4.51,,,,,,16.5185817,-18.62304,182.28292,-5.73665,71.82306,45.280104,39.1437,-22.7609,98.0152,10.1739,13.968,12.768,,,,,,9.507,9.419,8.695,,12.239,13.0,3140.4375,173391.53125,,,,0.8120404411764706,,,999.1016845703125
3035,3035,K2-395 b,,,TIC 245946724,1,1.0,2.0,0.0,4.803352,,2.597,,,,,,,,,,,,,,,2457825.008886,0.0,0.25,,2.5,14.44,0.0304,,,,,,K0,5007.0,0.78,0.95,-0.033,[Fe/H],,4.63,,,,,,16.6743415,-19.03751,181.74418,-5.49823,71.20778,23.3107537,2.04135,-23.2212,286.727,3.45921,15.984,15.131,,,,,,11.265,11.232,8.852,,14.168,,315.0048828125,27991.40625,,,,1.0493762993762994,,,65.19400024414062
3037,3037,K2-395 c,,,TIC 245946724,1,1.0,2.0,0.0,8.491282,,3.395,,,,,,,,,,,,,,,2457823.578588,0.0,0.677,,2.3,22.43,0.0397,,,,,,K0,5007.0,0.78,0.95,-0.033,[Fe/H],,4.63,,,,,,16.6743415,-19.03751,181.74418,-5.49823,71.20778,23.3107537,2.04135,-23.2212,286.727,3.45921,15.984,15.131,,,,,,11.265,11.232,8.852,,14.168,,315.0048828125,27991.40625,,,,1.0493762993762994,,,65.19400024414062
3039,3039,K2-396 b,,,TIC 59088823,1,1.0,2.0,0.0,0.673862,,1.579,,,,,,,,,,,,,,,2457820.963635,0.0,0.266,,1.6,3.29,0.0157,,,,,,G9,5236.0,0.92,0.95,0.237,[Fe/H],,4.49,,,,,,17.2690562,-15.41489,183.77072,-5.3942,75.33221,39.7230437,-0.187753,-39.7226,274.864,3.60976,14.172,13.32,,,,,,10.739,10.695,9.084,,12.903,,211.2109375,92582.390625,,,,0.9500494559841741,,,34.442352294921875
3041,3041,K2-396 c,,,TIC 59088823,1,1.0,2.0,0.0,25.76051,,3.124,,,,,,,,,,,,,,,2457829.418,0.0,0.475,,,39.31,0.0311,,,,,,,5236.0,0.92,0.95,0.237,[Fe/H],,4.49,,,,,,17.2690562,-15.41489,183.77072,-5.3942,75.33221,39.7230437,-0.187753,-39.7226,274.864,3.60976,14.172,13.32,,,,,,10.739,10.695,9.084,,12.903,,211.2109375,92582.390625,,,,0.9500494559841741,,,34.442352294921875
3042,3042,K2-397 b,,,TIC 6139066,1,1.0,1.0,0.0,3.572326,,2.417,,,,,,,,,,,,,,,2457823.5751,0.0,0.892,,,10.11,0.0229,,,,,,,5387.0,0.97,0.94,0.11,[Fe/H],,4.43,,,,,,21.2591617,-9.06294,183.30951,-1.85412,80.63688,25.9731672,24.4956,-8.63545,199.354,4.98777,12.592,11.865,,,,,,9.897,9.953,8.489,,11.633,,5841.4765625,266967.71875,,,,0.5682451253481894,,,327.05780029296875
3044,3044,K2-398 b,,,TIC 281660552,1,1.0,2.0,0.0,6.393025,,2.274,,,,,,,,,,,,,,,2457909.0449,0.0,0.523,,,11.59,0.0168,,,,,,,5946.0,1.24,0.94,-0.257,[Fe/H],,4.23,,,,,,1.9367044,50.97268,247.80615,-5.37019,162.41288,22.935317,-22.9353,-0.0279032,606.992,1.61879,13.738,13.287,15.1927,14.9002,13.1157,13.0536,13.3944,11.627,11.613,8.796,,12.991,,992.16796875,74054.0234375,,,,1.1440351841671248,,,106.70721435546875
3046,3046,K2-398 c,,,TIC 281660552,1,1.0,2.0,0.0,18.787839,,5.098,,,,,,,,,,,,,,,2457911.6845,0.0,0.701,,,23.55,0.0377,,,,,,,5946.0,1.24,0.94,-0.257,[Fe/H],,4.23,,,,,,1.9367044,50.97268,247.80615,-5.37019,162.41288,22.935317,-22.9353,-0.0279032,606.992,1.61879,13.738,13.287,15.1927,14.9002,13.1157,13.0536,13.3944,11.627,11.613,8.796,,12.991,,992.16796875,74054.0234375,,,,1.1440351841671248,,,106.70721435546875
3048,3048,K2-399 b,,,TIC 374200604,1,1.0,1.0,0.0,0.759978,,6.049,,,,,,,,,,,,,,,2457906.219131,0.0,0.974,,1.1,1.89,0.0359,,,,,,F9,5690.0,1.54,0.78,0.252,[Fe/H],,3.96,,,,,,2.2378452,48.43336,243.70386,-6.4651,158.88964,19.5754556,-1.10929,-19.544,515.491,1.91158,13.14,12.478,,,,,,10.84,10.821,8.902,,12.31,,4212.34375,150736.578125,,,,0.9490254872563718,,,286.51422119140625
3050,3050,K2-4 b,,,TIC 49462779,1,1.0,1.0,0.0,10.00361,,2.57,,,,,,,,,,,,,,,2456815.524,0.0,0.41,0.146,2.88,,0.03485,,,,,,,4077.0,0.62,,,,,,,,,,,-3.9055746,54.37609,270.75455,-5.6721,176.73164,23.9979074,-23.9542,-1.44771,231.828,4.28506,16.226,14.855,18.2414,15.6865,14.4931,14.0941,13.5349,11.525,11.528,8.577,,14.409,1.0,197.7412109375,23531.611328125,,,,1.0025575447570332,,,28.624595642089844
3056,3056,K2-400 b,,,TIC 345034874,1,1.0,1.0,0.0,3.865053,,1.163,,,,,,,,,,,,,,,2457908.623359,0.0,0.208,,1.6,19.12,0.0279,,,,,,M3,3578.0,0.38,0.37,-0.051,[Fe/H],,4.85,,,,,,3.6969271,46.54575,238.74447,-6.41124,155.02047,76.7375222,-69.346,32.86,62.3804,16.0021,16.737,15.108,18.6781,15.9653,14.5438,13.6638,12.6523,10.265,9.989,8.514,,14.03,,2437.615234375,32260.53125,,,,1.1618625277161863,,,84.66983795166016
3058,3058,K2-401 b,,,TIC 345063080,1,1.0,1.0,0.0,6.293099,,2.262,,,,,,,,,,,,,,,2457906.9531,0.0,0.621,,,20.97,0.0306,,,,,,,4213.0,0.68,0.87,-0.098,[Fe/H],,4.72,,,,,,3.9548275,47.08124,238.85649,-5.99874,155.37249,79.7182415,18.8071,-77.468,200.727,4.9533,15.416,14.014,17.6098,15.7155,15.6566,13.3458,13.7481,11.042,11.043,7.98,,13.716,,528.552734375,43252.68359375,,,,1.025974025974026,,,99.22355651855469
3060,3060,K2-402 b,,,TIC 393548451,1,1.0,1.0,0.0,17.27474,,2.678,,,,,,,,,,,,,,,2457920.428634,0.0,0.468,,5.2,23.11,0.0192,,,,,,G2,5716.0,1.28,0.94,-0.378,[Fe/H],,4.2,,,,,,6.419318,53.68828,241.94699,-1.32717,160.45273,18.5983516,0.984051,-18.5723,523.055,1.88423,13.654,13.032,15.0194,13.8037,12.9607,12.8354,13.3174,11.344,11.52,8.736,,12.874,,542.8828125,102075.75,,,,1.0816871329418045,,,25.793193817138672
3062,3062,K2-403 b,,,TIC 365007485,1,1.0,1.0,0.0,33.589979,,5.333,,,,,,,,,,,,,,,2457908.9613,0.0,0.723,,,39.87,0.0551,,,,,,,5511.0,0.89,0.78,-0.162,[Fe/H],,4.44,,,,,,9.6739464,57.82145,240.30179,2.7133,161.72274,34.8555029,-34.6477,-3.80039,246.599,4.02673,13.08,12.305,15.2777,12.7979,12.2068,12.0391,13.2616,10.516,10.522,8.892,,12.124,,836.546875,186240.3125,,,,0.9677093844601413,,,296.722900390625
3064,3064,K2-404 b,,,TIC 61312205,1,1.0,1.0,0.0,13.115365,,2.53,,,,,,,,,,,,,,,2457917.8369,0.0,0.481,,,34.74,0.042,,,,,,,3748.0,0.55,0.55,0.005,[Fe/H],,4.7,,,,,,12.1911149,56.067,232.59266,3.60297,157.25064,31.7989918,-11.2768,-29.7323,121.63,8.193,15.998,14.622,17.6255,15.728,14.1887,13.762,13.2127,10.692,10.739,8.604,,13.869,,219.32421875,37826.73046875,,,,0.910828025477707,,,45.33219909667969
3066,3066,K2-405 b,,,TIC 149496868,1,1.0,1.0,0.0,3.435453,,3.806,,,,,,,,,,,,,,,2457908.996472,0.0,0.251,,2.3,11.45,0.0456,,,,,,K0,4927.0,0.77,1.03,0.132,[Fe/H],,4.68,,,,,,12.535614,59.6076,235.97962,5.42597,160.79075,43.0283854,-42.7817,-4.60088,197.234,5.04191,13.838,12.816,15.9248,15.2471,12.6077,12.4559,13.5878,10.483,10.516,8.942,,12.568,,981.875,116818.6875,,,,1.061872025383395,,,261.9645690917969
3068,3068,K2-406 b,,,TIC 292202337,1,1.0,1.0,0.0,22.549406,,4.602,,,,,,,,,,,,,,,2458010.3895,0.0,0.544,,,32.15,0.0439,,,,,,,5784.0,0.96,0.8,-0.038,[Fe/H],,4.37,,,,,,-25.3706149,25.98051,341.18993,-6.56003,234.98693,36.4306736,-21.4169,29.4705,85.3751,11.6852,10.254,9.465,,,,,,8.016,8.022,7.955,,9.594,,5599.5,2034106.0,,,,0.8931868131868131,,,1516.2645263671875
3070,3070,K2-407 b,,,TIC 422685031,1,1.0,2.0,0.0,4.941907,,1.283,,,,,,,,,,,,,,,2457993.5101,0.0,0.309,,,12.77,0.0127,,,,,,,5563.0,0.93,0.88,0.014,[Fe/H],,4.45,,,,,,-23.0067371,26.87929,344.16455,-3.8932,235.87988,42.7532165,-42.4199,5.32819,218.376,4.55074,13.056,11.969,,,,,,10.17,10.244,8.635,,11.978,,557.0546875,219464.59375,,,,0.9471066907775768,,,61.00993347167969
3072,3072,K2-407 c,,,TIC 422685031,1,1.0,2.0,0.0,9.22453,,1.36,,,,,,,,,,,,,,,2457997.654457,0.0,0.259,,3.7,18.76,0.0134,,,,,,G4,5563.0,0.93,0.88,0.014,[Fe/H],,4.45,,,,,,-23.0067371,26.87929,344.16455,-3.8932,235.87988,42.7532165,-42.4199,5.32819,218.376,4.55074,13.056,11.969,,,,,,10.17,10.244,8.635,,11.978,,557.0546875,219464.59375,,,,0.9471066907775768,,,61.00993347167969
3074,3074,K2-408 b,,,TIC 432247186,1,1.0,1.0,0.0,20.978959,,1.677,,,,,,,,,,,,,,,2457991.5363,0.0,0.213,,,36.24,0.0196,,,,,,,5335.0,0.78,0.81,-0.171,[Fe/H],,4.56,,,,,,-17.6842698,33.75085,344.09333,0.1469,230.31699,96.211542,-90.9122,-31.4902,162.306,6.13296,12.707,12.056,,,,,,9.922,9.939,8.924,,11.712,,858.2265625,256790.4375,,,,1.0249177244945933,,,83.47443389892578
3076,3076,K2-409 b,,,TIC 432261603,1,1.0,1.0,0.0,1.908084,,2.482,,,,,,,,,,,,,,,2457990.284142,0.0,0.418,,2.5,5.32,0.0185,,,,,,G4,5742.0,1.23,0.89,-0.036,[Fe/H],,4.2,,,,,,-16.3512966,34.47507,345.58112,1.56864,230.4597,25.7210493,21.966,-13.3816,431.031,2.2923,13.545,12.902,,,,,,10.977,10.997,8.923,,12.581,,1237.1171875,113312.921875,,,,0.6289712556732224,,,90.191650390625
3078,3078,K2-42 b,,,TIC 82054726,1,1.0,1.0,0.0,6.68796,0.0617,2.15,,,,,,,,,,,,44.1,,,2456814.6763,0.0,,,3.04,,0.0304,,,,,,,4613.0,0.64,0.7,,,,4.66,,,,,,-5.1720463,54.10491,274.65511,-6.0703,179.00396,33.6273033,10.4395,-31.9658,396.913,2.49154,16.102,15.006,,,,,,12.27,12.12,8.632,,14.632,1.0,797.4853515625,17145.42578125,,,,0.8840230991337825,,,38.539798736572266
3081,3081,K2-43 b,,,TIC 443616612,1,1.0,2.0,0.0,3.471149,,4.51,,,,,,,,,,,,,939.0,89.6,2456809.8843,0.0,0.11,,,8.0,0.04298,,,,,,,3840.6,0.54,0.57,,,,,,,,,,-3.9754405,51.36053,262.89727,-7.96273,171.56753,29.1485944,-29.0875,-1.88624,182.536,5.4503,17.254,15.748,,,,,,11.46,11.138,9.033,,14.887,1.0,724.79296875,14966.4765625,,,,1.2320410490307867,,,118.88971710205078
3086,3086,K2-43 c,,,TIC 443616612,1,1.0,2.0,0.0,2.198884,,2.42,,,,,,,,,,,,,1094.0,89.26,2456810.4059,0.0,0.14,,,5.9,0.02319,,,,,,,3840.6,0.54,0.57,,,,,,,,,,-3.9754405,51.36053,262.89727,-7.96273,171.56753,29.1485944,-29.0875,-1.88624,182.536,5.4503,17.254,15.748,,,,,,11.46,11.138,9.033,,14.887,1.0,724.79296875,14966.4765625,,,,1.2320410490307867,,,118.88971710205078
3088,3088,K2-44 b,,,TIC 49427836,1,1.0,1.0,0.0,5.65621,,3.13,,,,,,,,,,,,,,,2456811.7221,0.0,,0.03342,4.296,9.1,0.01775,,,,,,,,1.62,,,,,,,,,,,-2.5209338,55.22474,268.46993,-4.69279,175.50389,14.0778353,6.48463,-12.4954,476.703,2.06958,12.783,12.27,,,,,,10.635,10.748,8.453,,12.126,1.0,445.453125,212784.984375,,,,0.8345829428303655,,,45.369544982910156
3094,3094,K2-45 b,,,TIC 38087018,1,1.0,1.0,0.0,1.7292591,,11.0,,,,,,,,,,,,,,,2456811.255,0.0,0.35,2.37,1.73,,0.1388,,,,,,,4271.0,0.66,,,,,,,,,,,-1.7740582,53.45096,261.48531,-5.7364,171.17122,35.522177,-28.15,21.6657,495.317,1.99067,17.05,15.746,,,,,,12.725,12.389,8.896,,15.319,1.0,231.474609375,9938.634765625,,,,0.8268782081194587,,,53.363834381103516
3098,3098,K2-46 b,,,TIC 49430892,1,1.0,1.0,0.0,19.153765,,2.65,,,,,,,,,,,,,,,2456815.337,0.0,0.13,0.034,6.79,,0.01692,,,,,,,6234.0,1.32,,,,,,,,,,,-0.90721,56.74212,267.38763,-3.1105,175.09647,25.8153868,-21.8421,13.7607,449.237,2.19812,12.486,12.144,,,,,,10.693,10.494,8.364,,11.995,1.0,280.0234375,243280.234375,,,,0.9467661691542288,,,36.96820831298828
3103,3103,K2-47 b,,,TIC 301603728,1,1.0,1.0,0.0,31.6372,0.1779,1.89,,,,,,,,,,,,10.7,,,2456825.703,0.0,,,4.0,,0.0229,,,,,,,5054.0,0.76,0.75,,,,4.54,,,,,,2.7805614,56.3513,255.10364,-1.95654,168.41506,33.4010728,-8.49475,-32.3028,349.881,2.82984,14.98,14.065,16.4894,15.1489,15.303,15.5117,13.5785,11.7,11.742,8.902,,13.771,1.0,285.60546875,40162.9453125,,,,0.7713897691263015,,,31.35129737854004
3106,3106,K2-48 b,,,TIC 397022282,1,1.0,1.0,0.0,20.5065,0.1344,2.24,,,,,,,,,,,,15.3,,,2456817.4859,0.0,,,3.01,,0.028,,,,,,,4899.0,0.73,0.77,,,,4.6,,,,,,3.2723812,61.27399,266.19266,1.46251,175.14335,51.1772287,-50.0824,-10.5291,313.764,3.15843,15.286,14.345,16.9268,15.3962,15.6978,14.2198,13.7561,11.742,11.148,8.318,,14.019,1.0,569.048828125,36866.20703125,,,,1.2244318181818181,,,227.6436309814453
3109,3109,K2-49 b,,,TIC 325335564,1,1.0,1.0,0.0,2.770522,,3.19,,,,,,,,,,,,,,,2456812.7938,0.0,,0.209,2.3472,8.53,0.042,,,,,,,,0.7,,,,,,,,,,,3.4755183,62.0702,268.1186,2.12366,176.15964,10.9932611,0.393953,-10.9862,457.125,2.15954,17.143,15.668,18.8432,16.3183,15.1786,14.7837,14.5767,12.704,11.843,8.895001,,15.288,1.0,632.54296875,11157.57421875,,,,1.0857751731486414,,,29.495058059692383
3112,3112,K2-5 b,,,TIC 38064757,1,1.0,2.0,0.0,5.73491,0.0509,1.92,,,,,,,,,,,,,634.0,,2456808.864,0.0,,,,20.99,,,,,,,,4102.0,0.52,0.53,-0.51,[Fe/H],,,,,,,,-1.8778254,53.17264,261.1438,-5.9612,170.90802,35.1105297,-11.0734,33.3186,202.943,4.89899,16.296,14.974,17.9905,15.922,14.4822,14.1813,13.7705,11.496,11.024,8.447,,14.364,1.0,1328.8837890625,23376.826171875,,,,1.0703331570597567,,,176.57440185546875
3117,3117,K2-5 c,,,TIC 38064757,1,1.0,2.0,0.0,10.9324,0.0775,1.64,,,,,,,,,,,,8.3,,,2456814.6012,0.0,,,2.84,,0.0324,,,,,,,4021.0,0.46,0.52,,,,4.82,,,,,,-1.8778254,53.17264,261.1438,-5.9612,170.90802,35.1105297,-11.0734,33.3186,202.943,4.89899,16.296,14.974,17.9905,15.922,14.4822,14.1813,13.7705,11.496,11.024,8.447,,14.364,1.0,1328.8837890625,23376.826171875,,,,1.0703331570597567,,,176.57440185546875
3121,3121,K2-50 b,,,TIC 363444743,1,1.0,2.0,0.0,8.7529,0.0705,1.59,,,,,,,,,,,,18.8,,,2456810.3311,0.0,,,2.68,,0.0264,,,,,,,4326.0,0.55,0.61,,,,4.74,,,,,,5.988289,59.32248,252.27127,1.34727,167.98914,25.7102817,8.74731,-24.1765,257.443,3.85616,15.981,14.705,,,,,,11.568,11.322,8.489,,14.252,1.0,333.9677734375,26094.103515625,,,,1.1945067264573992,,,102.92051696777344
3124,3124,K2-51 b,,,TIC 175636600,0,1.0,0.0,0.0,13.00819,,20.1,,,,,,,,,,,,,,,2456905.75787,0.0,,1.2279,5.3952,19.1,0.1047,,,,,,,,1.76,,,,,,,,,,,-27.9571047,14.40887,350.43885,-6.15132,249.52336,20.3586785,-13.1625,-15.5314,367.6,2.6927,14.256,13.183,,,,,,9.912,9.697,8.241,,12.303,2.0,3953.7734375,108292.375,,,,1.0758319694489906,,,804.6155395507812
3128,3128,K2-52 b,,,TIC 399155300,1,1.0,1.0,0.0,3.535055,0.054,18.0,,,,,,,,,,,,,2004.0,86.46,2456896.02618,0.0,0.32,,5.328,5.2,0.075,,,,,,,7147.0,2.19,1.69,0.055,[Fe/H],,3.98,,0.22,,,,-24.9699462,16.53234,352.62682,-3.2298,248.87321,7.6766936,7.63464,0.802432,1038.41,0.939381,17.305,15.93,,,,,,11.674,11.517,7.918,,15.037,2.0,518460.84375,11839.52734375,,,,760.0,,,18275.419921875
3132,3132,K2-53 b,,,TIC 49652731,1,1.0,1.0,0.0,12.20773,,2.34,,,,,,,,,,,,,,,2456896.385,0.0,,0.1001,3.6264,23.7,0.0301,,,,,,,,0.71,,,,,,,,,,,-20.4005984,21.27273,354.63158,0.89854,245.86818,38.4408569,33.489,-18.8729,138.018,7.21733,13.473,12.634,,,,,,9.579001,9.681,8.474,,11.888,2.0,280609.6875,199713.890625,,,,3.41415313225058,,,10320.9287109375
3137,3137,K2-54 b,,,TIC 12822545,1,1.0,1.0,0.0,9.7843,0.0671,1.15,,,,,,,,,,,,6.1,,,2456982.936,0.0,,,2.76,,0.0272,,,,,,,3798.0,0.38,0.42,,,,4.89,,,,,,-17.5440636,-56.53533,42.19002,-7.74815,333.19446,10.9202407,-5.00452,-9.706,174.955,5.68706,15.526,14.542,,,,,,,,,,13.441,3.0,529.201171875,32939.42578125,,,,1.0907967881408276,,,148.1749725341797
3138,3138,K2-55 b,,,TIC 437704321,1,1.0,1.0,0.0,2.8492818,,4.43,,,,,,,,,,,,,,,2456980.574,0.0,0.55,0.389,2.07,,0.05814,,,,,,,4237.0,0.65,,,,,,,,,,,-17.2508002,-52.6322,39.9332,-5.97399,329.45368,25.4305141,-12.5895,-22.0956,159.522,6.23997,14.814,13.519,,,,,,10.424,10.302,8.372,,13.087,3.0,314.4453125,77307.5390625,,,,0.7862796833773087,,,58.993526458740234
3144,3144,K2-57 b,,,TIC 146799150,1,1.0,1.0,0.0,9.007156,,2.53,,,,,,,,,,,,,,,2456984.335,0.0,0.31,0.118,2.54,,0.03054,,,,,,,4388.0,0.68,,,,,,,,,,,-14.0700007,-59.00541,51.7416,-6.21467,338.67785,35.0495298,24.2881,-25.2697,264.213,3.75615,15.66,14.414,,,,,,11.586,11.506,8.579001,,14.101,3.0,278.4833984375,28137.9453125,,,,0.9059684684684685,,,97.64051055908203
3147,3147,K2-58 b,,,TIC 437703489,1,1.0,3.0,0.0,7.05254,0.0692,2.68,,,,,,,,,,,,118.0,,,2456986.9763,0.0,,,1.899,,0.028,,,,,,,5413.0,0.86,0.89,,,,4.52,,,,,,-14.049857,-51.37977,44.72122,-3.00933,330.6664,11.9689497,4.79816,-10.9651,181.746,5.47374,13.302,12.415,,,,,,10.19,10.177,9.11,,12.15,3.0,1170.28125,194524.734375,,,,0.8208714362560516,,,384.58428955078125
3152,3152,K2-58 c,,,TIC 437703489,1,1.0,3.0,0.0,2.537071,,1.625,,,,,,,,,,,,,,86.1,2456979.58615,0.0,,,,7.914045,0.01855,,,,,,,5134.0,0.8,0.86,0.11,[Fe/H],,4.54,,,,,,-14.049857,-51.37977,44.72122,-3.00933,330.6664,11.9689497,4.79816,-10.9651,181.746,5.47374,13.302,12.415,,,,,,10.19,10.177,9.11,,12.15,3.0,1170.28125,194524.734375,,,,0.8208714362560516,,,384.58428955078125
