,pl_name,disposition,sy_snum,sy_pnum,rv_flag,tran_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,ttv_flag,pl_trandur,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,st_teff,st_rad,st_raderr1,st_raderr2,ra,dec,glat,glon,elat,elon,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,k2_campaigns,pl_ntranspec;;;;
588,EPIC 210678858.02,CANDIDATE,1.0,0.0,0.0,1.0,14.8484,0.0011,-0.001,0.0,2.68,0.18,-0.35,0.0,0.239,0.016,-0.031,0.0,2457070.2224,0.0021,-0.002,0.0,3.6,0.0302,0.0016,-0.0038,,0.82,0.03,-0.02,51.5489144,18.0665887,-31.26626,166.97946,-0.66606,53.75586,31.4944627,0.0848714,-0.0848714,24.381,0.09347,-0.09347,-19.9366,0.0700697,-0.0700697,218.685,2.002,-1.967,4.54433,0.0411894,-0.0411894,13.841,0.025,-0.025,13.006,0.103,-0.103,11.231,0.018,-0.018,10.775,0.016,-0.016,10.679,0.019,-0.019,10.604,0.022,-0.022,10.673,0.021,-0.021,10.685,0.106,-0.106,8.499,12.6821,0.000171,-0.000171,12.0797,0.006,-0.006,12.736,4.0,0;;;;
589,EPIC 210678858.03,CANDIDATE,1.0,0.0,0.0,1.0,10.0696,0.0012,-0.0013,0.0,1.69,0.15,-0.29,0.0,0.151,0.013,-0.026,0.0,2457071.2654,0.0042,-0.0042,0.0,3.096,0.019,0.0015,-0.0033,,0.82,0.03,-0.02,51.5489144,18.0665887,-31.26626,166.97946,-0.66606,53.75586,31.4944627,0.0848714,-0.0848714,24.381,0.09347,-0.09347,-19.9366,0.0700697,-0.0700697,218.685,2.002,-1.967,4.54433,0.0411894,-0.0411894,13.841,0.025,-0.025,13.006,0.103,-0.103,11.231,0.018,-0.018,10.775,0.016,-0.016,10.679,0.019,-0.019,10.604,0.022,-0.022,10.673,0.021,-0.021,10.685,0.106,-0.106,8.499,12.6821,0.000171,-0.000171,12.0797,0.006,-0.006,12.736,4.0,0;;;;
590,EPIC 210696763.01,CANDIDATE,1.0,0.0,0.0,1.0,3.6494,,,0.0,,,,,,,,,2457061.51111,,,0.0,,,,,3338.0,0.33,0.01,-0.01,52.8346342,18.3160503,-30.2762,167.86122,-0.72199,55.00137,49.019047,0.1087787,-0.1087787,14.4037,0.135247,-0.135247,-46.8551,0.105936,-0.105936,93.1458,0.6099,-0.6021,10.7076,0.0693192,-0.0693192,18.673,0.135,-0.135,16.416,0.105,-0.105,12.539,0.021,-0.021,11.958,0.023,-0.023,11.715,0.018,-0.018,11.536,0.024,-0.024,11.396,0.021,-0.021,11.228,0.174,-0.174,8.695,15.3763,0.000678,-0.000678,14.1097,0.0074327,-0.0074327,15.468,4.0,0;;;;
592,EPIC 210696763.02,CANDIDATE,1.0,0.0,0.0,1.0,5.76808,0.0004,-0.0004,0.0,1.19,0.26,-0.25,0.0,0.106,0.023,-0.022,0.0,2457062.4419,0.0026,-0.0027,0.0,1.8,0.0438,0.0038,-0.008,,0.25,0.05,-0.03,52.8346342,18.3160503,-30.2762,167.86122,-0.72199,55.00137,49.019047,0.1087787,-0.1087787,14.4037,0.135247,-0.135247,-46.8551,0.105936,-0.105936,93.1458,0.6099,-0.6021,10.7076,0.0693192,-0.0693192,18.673,0.135,-0.135,16.416,0.105,-0.105,12.539,0.021,-0.021,11.958,0.023,-0.023,11.715,0.018,-0.018,11.536,0.024,-0.024,11.396,0.021,-0.021,11.228,0.174,-0.174,8.695,15.3763,0.000678,-0.000678,14.1097,0.0074327,-0.0074327,15.468,4.0,0;;;;
594,EPIC 210696763.03,CANDIDATE,1.0,0.0,0.0,1.0,7.98221,,,0.0,,,,,,,,,2457059.96326,,,0.0,,,,,3338.0,0.33,0.01,-0.01,52.8346342,18.3160503,-30.2762,167.86122,-0.72199,55.00137,49.019047,0.1087787,-0.1087787,14.4037,0.135247,-0.135247,-46.8551,0.105936,-0.105936,93.1458,0.6099,-0.6021,10.7076,0.0693192,-0.0693192,18.673,0.135,-0.135,16.416,0.105,-0.105,12.539,0.021,-0.021,11.958,0.023,-0.023,11.715,0.018,-0.018,11.536,0.024,-0.024,11.396,0.021,-0.021,11.228,0.174,-0.174,8.695,15.3763,0.000678,-0.000678,14.1097,0.0074327,-0.0074327,15.468,4.0,0;;;;
596,EPIC 210736056.01,CANDIDATE,1.0,0.0,0.0,1.0,29.0529,,,0.0,,,,,,,,,2457044.19473,,,0.0,,,,,3373.0,0.33,0.01,-0.01,54.3977776,18.8962644,-28.85484,168.68315,-0.50774,56.57797,46.1318389,0.1380305,-0.1380305,18.9509,0.172695,-0.172695,-42.0596,0.129868,-0.129868,143.697,1.833,-1.789,6.9319,0.0870387,-0.0870387,19.454,0.162,-0.162,17.74,0.2,-0.2,13.495,0.025,-0.025,12.92,0.024,-0.024,12.666,0.026,-0.026,12.499,0.075,-0.075,12.335,0.026,-0.026,12.283,0.467,-0.467,8.066,16.305,0.000966,-0.000966,15.0655,0.0074995,-0.0074995,15.65,4.0,0;;;;
600,EPIC 210754505.01,FALSE POSITIVE,1.0,0.0,0.0,1.0,0.870775,0.000223,-0.000223,0.0,3.97,0.47,-0.47,0.0,0.354,0.042,-0.042,0.0,2457077.07917,0.00054,-0.00057,0.0,,0.0414,0.004,-0.003,5875.0,0.88,0.05,-0.05,64.6449782,19.1790392,-21.72766,175.95199,-2.18329,66.12443,11.028429,0.0636738,-0.0636738,10.7251,0.0646951,-0.0646951,-2.56875,0.0420572,-0.0420572,568.754,9.447,-9.149,1.7296,0.0285227,-0.0285227,14.51,0.015,-0.015,13.573,0.103,-0.103,11.473,0.021,-0.021,11.061,0.022,-0.022,10.907,0.018,-0.018,10.845,0.025,-0.025,10.834,0.022,-0.022,10.891,0.141,-0.141,8.688,13.1961,0.000223,-0.000223,12.5065,0.0112,-0.0112,13.185,4.0,0;;;;
603,EPIC 210769880.01,CANDIDATE,1.0,0.0,0.0,1.0,1.43689647,,,0.0,,,,,,,,,2457062.606967,,,0.0,2.367,,,,4876.7,10.85,,,62.5328988,19.4111732,-23.05831,174.32707,-1.60194,64.20252,6.6418947,0.2346379,-0.2346379,-6.6413,0.234654,-0.234654,-0.0888804,0.113891,-0.113891,753.253,37.433,-37.433,1.29972,0.0643739,-0.0643739,13.223,0.521,-0.521,11.43,0.157,-0.157,8.612001,0.024,-0.024,7.985,0.017,-0.017,7.79,0.016,-0.016,7.681,0.03,-0.03,7.732,0.02,-0.02,7.679,0.019,-0.019,7.317,10.9553,0.000555,-0.000555,10.0324,0.0092,-0.0092,11.036,4.0,0;;;;
605,EPIC 210775710.01,CANDIDATE,1.0,0.0,0.0,1.0,59.848566,0.000184,-0.000183,0.0,10.814,1.157,-0.566,0.0,0.96,0.1,-0.05,0.0,2457064.69728,0.000133,-0.000133,0.0,,0.10082,0.00186,-0.00107,5738.0,0.98,0.1,-0.05,54.2743233,19.4995945,-28.48628,168.12275,0.10618,56.60448,28.5142056,0.0822353,-0.0822353,27.6266,0.0838929,-0.0838929,-7.0591,0.0504478,-0.0504478,245.962,2.924,-2.856,4.03744,0.047407,-0.047407,12.892,0.455,-0.455,11.758,0.045,-0.045,10.631,0.02,-0.02,10.307,0.021,-0.021,10.208,0.018,-0.018,10.195,0.023,-0.023,10.239,0.021,-0.021,10.161,0.069,-0.069,8.144,11.8211,0.0003,-0.0003,11.3281,0.0061,-0.0061,11.827,4.0,0;;;;
607,EPIC 210777017.01,CANDIDATE,1.0,0.0,0.0,1.0,11.376,0.0015,-0.0013,0.0,2.03,0.21,-0.33,0.0,0.181,0.019,-0.029,0.0,2457070.3329,0.0035,-0.0037,0.0,3.432,0.0293,0.0017,-0.0036,,0.64,0.06,-0.07,59.8886978,19.5192704,-24.79793,172.36967,-1.01818,61.77573,74.0042516,0.0389529,-0.0389529,39.509,0.0516524,-0.0516524,-62.5753,0.0325366,-0.0325366,220.327,1.23,-1.23,4.50992,0.0251481,-0.0251481,15.679,0.033,-0.033,14.222,0.092,-0.092,11.97,0.024,-0.024,11.349,0.025,-0.025,11.22,0.02,-0.02,11.127,0.022,-0.022,11.193,0.021,-0.021,10.993,0.15,-0.15,8.416,13.891,0.000258,-0.000258,13.1052,0.0061,-0.0061,13.968,4.0,0;;;;
609,EPIC 210789323.01,FALSE POSITIVE,1.0,0.0,0.0,1.0,29.12555,0.00034,-0.00034,0.0,205.0,67.0,-67.0,0.0,18.3,6.0,-6.0,0.0,2457073.72092,0.00032,-0.00032,0.0,2.74704,0.5,0.14,-0.14,4936.0,3.9,2.7,-2.7,55.4536223,19.7060261,-27.58432,168.8939,0.05281,57.73318,15.1210186,0.0489631,-0.0489631,2.70941,0.0663057,-0.0663057,-14.8763,0.0482812,-0.0482812,402.788,5.781,-5.623,2.45421,0.0348778,-0.0348778,15.026,0.017,-0.017,13.914,0.103,-0.103,11.742,0.02,-0.02,11.173,0.018,-0.018,11.077,0.019,-0.019,11.016,0.023,-0.023,11.06,0.02,-0.02,10.975,0.126,-0.126,8.401,13.515,0.000328,-0.000328,12.7989,0.0061,-0.0061,13.501,4.0,0;;;;
610,EPIC 210801536.01,CANDIDATE,1.0,0.0,0.0,1.0,0.8925,0.00013,-0.00013,0.0,2.7,1.7,-2.3,0.0,0.24,0.15,-0.21,0.0,2457062.0816,0.0069,-0.0061,0.0,1.992,0.0123,0.001,-0.0019,,2.0,1.3,-1.7,52.818831,19.8913826,-29.0999,166.65486,0.81075,55.36552,15.8148182,2.2305581,-2.2305581,-5.83304,2.2308,-2.2308,14.6998,2.23052,-2.23052,,,,,,,,,,14.1961,0.0479,-0.0479,11.741,0.022,-0.022,11.271,0.023,-0.023,11.168,0.018,-0.018,11.094,0.07,-0.07,11.146,0.021,-0.021,11.042,0.145,-0.145,9.064,13.8826,0.004352,-0.004352,13.2355,0.0075,-0.0075,13.176,4.0,0;;;;
611,EPIC 210813978.01,CANDIDATE,1.0,0.0,0.0,1.0,14.7619,0.0014,-0.0014,0.0,2.11,0.16,-5.4,0.0,0.188,0.014,-0.48,0.0,2457067.6011,0.0037,-0.0038,0.0,2.688,0.0263,0.0012,-0.002,,0.73,0.04,-1.88,57.1010868,20.081073,-26.24872,169.86951,0.0765,59.3269,34.3284114,2.0801279,-2.0801279,-20.2883,2.08018,-2.08018,-27.6916,2.0801,-2.0801,214.8,,,,,,15.712,0.063,-0.063,14.034,0.206,-0.206,11.824,0.024,-0.024,11.27,0.027,-0.027,11.113,0.021,-0.021,11.06,0.023,-0.023,11.094,0.023,-0.023,10.982,0.14,-0.14,8.649,13.6807,0.000622,-0.000622,12.959,0.006,-0.006,13.634,4.0,0;;;;
613,EPIC 210827030.01,FALSE POSITIVE,1.0,0.0,0.0,1.0,0.5111,,,0.0,,,,,,,,,2457063.51863,,,0.0,,,,,3092.0,0.21,0.01,-0.01,61.7643174,20.2806046,-22.99688,173.10026,-0.6133,63.65368,175.8333225,0.2120688,-0.2120688,169.646,0.216225,-0.216225,-46.2341,0.144938,-0.144938,33.1857,0.0992,-0.0987,30.105,0.0892103,-0.0892103,,,,16.28,0.2,-0.2,11.45,0.02,-0.02,10.858,0.022,-0.022,10.556,0.018,-0.018,10.356,0.023,-0.023,10.164,0.02,-0.02,9.982,0.063,-0.063,8.387,14.685,0.000785,-0.000785,13.2661,0.0074836,-0.0074836,13.812,4.0,0;;;;
614,EPIC 210843708.01,CANDIDATE,1.0,0.0,0.0,1.0,0.7041655,,,0.0,,,,,,,,,2457062.025169,,,0.0,1.775,,,,4564.0,9.32,,,57.7890482,20.5350814,-25.47403,170.03525,0.38188,60.05433,6.4608796,0.0763369,-0.0763369,6.42796,0.0765691,-0.0765691,0.65138,0.0486743,-0.0486743,1740.92,159.74,-135.79,0.537647,0.0482848,-0.0482848,14.616,0.036,-0.036,13.146,0.069,-0.069,10.833,0.021,-0.021,10.216,0.022,-0.022,10.065,0.018,-0.018,9.939,0.023,-0.023,10.065,0.02,-0.02,9.919,0.068,-0.068,8.528,12.8221,0.00023,-0.00023,12.0288,0.0088,-0.0088,12.783,4.0,0;;;;
615,EPIC 210852232.01,CANDIDATE,1.0,0.0,0.0,1.0,1.93426,0.00016,-0.00015,0.0,1.64,0.24,-0.99,0.0,0.146,0.021,-0.088,0.0,2457063.255,0.0031,-0.0031,0.0,2.184,0.0162,0.002,-0.0097,,0.93,0.07,-0.04,58.8564158,20.6600216,-24.68505,170.726,0.29536,61.05754,46.3246296,0.0314753,-0.0314753,-11.1808,0.0544741,-0.0544741,-44.9551,0.029469,-0.029469,327.984,3.102,-3.046,3.02027,0.0283604,-0.0283604,14.472,0.047,-0.047,13.459,0.114,-0.114,11.807,0.024,-0.024,11.373,0.027,-0.027,11.248,0.022,-0.022,11.191,0.023,-0.023,11.263,0.021,-0.021,11.419,0.235,-0.235,8.93,13.273,0.000287,-0.000287,12.662,0.0061,-0.0061,13.701,4.0,0;;;;
616,EPIC 210852232.02,CANDIDATE,1.0,0.0,0.0,1.0,3.43827,0.00016,-0.00017,0.0,1.98,0.23,-0.31,0.0,0.177,0.021,-0.028,0.0,2457065.0442,0.0019,-0.0019,0.0,0.8016,0.0195,0.0017,-0.0029,,0.93,0.07,-0.04,58.8564158,20.6600216,-24.68505,170.726,0.29536,61.05754,46.3246296,0.0314753,-0.0314753,-11.1808,0.0544741,-0.0544741,-44.9551,0.029469,-0.029469,327.984,3.102,-3.046,3.02027,0.0283604,-0.0283604,14.472,0.047,-0.047,13.459,0.114,-0.114,11.807,0.024,-0.024,11.373,0.027,-0.027,11.248,0.022,-0.022,11.191,0.023,-0.023,11.263,0.021,-0.021,11.419,0.235,-0.235,8.93,13.273,0.000287,-0.000287,12.662,0.0061,-0.0061,13.701,4.0,0;;;;
617,EPIC 210877025.01,CANDIDATE,1.0,0.0,0.0,1.0,18.03895153,,,0.0,,,,,,,,,2457071.519871,,,0.0,6.304,,,,5089.61,0.89,0.05,-0.06,56.6413292,21.0342354,-25.85359,168.79165,1.10045,59.11394,26.9260068,0.0634949,-0.0634949,18.9495,0.0745771,-0.0745771,-19.1292,0.0502999,-0.0502999,252.985,2.622,-2.57,3.92439,0.0402548,-0.0402548,13.896,0.041,-0.041,13.146,0.092,-0.092,11.303,0.02,-0.02,10.877,0.021,-0.021,10.718,0.016,-0.016,10.632,0.023,-0.023,10.646,0.02,-0.02,10.495,0.099,-0.099,8.405,12.9307,0.000872,-0.000872,12.2885,0.0063,-0.0063,12.761,4.0,0;;;;
618,EPIC 210903662.01,CANDIDATE,1.0,0.0,0.0,1.0,2.410271,1.5e-05,-1.5e-05,0.0,17.3,5.4,-5.4,0.0,1.54,0.48,-0.48,0.0,2457065.83883,0.00024,-0.00024,0.0,1.84704,0.101,0.019,-0.019,6390.0,1.51,0.37,-0.37,60.0511457,21.4475359,-23.33956,170.97798,0.84119,62.30876,12.8687867,0.0910269,-0.0910269,12.7606,0.0915143,-0.0915143,-1.66516,0.0553259,-0.0553259,565.537,15.828,-15.003,1.74024,0.047814,-0.047814,13.391,0.0,0.0,12.261,0.057,-0.057,10.923,0.024,-0.024,10.66,0.025,-0.025,10.574,0.021,-0.021,10.504,0.024,-0.024,10.517,0.019,-0.019,10.557,0.092,-0.092,8.595,12.0624,0.000242,-0.000242,11.6055,0.0078,-0.0078,12.05,4.0,0;;;;
620,EPIC 210925707.01,CANDIDATE,1.0,0.0,0.0,1.0,1.6865884,,,0.0,,,,,,,,,2457062.23826,,,0.0,4.923,,,,6199.0,2.94,0.15,-0.14,57.1204621,21.797343,-24.99203,168.57295,1.74833,59.71541,30.7650001,0.0880845,-0.0880845,-17.8313,0.126563,-0.126563,-25.0705,0.0598393,-0.0598393,257.528,3.529,-3.437,3.85507,0.0521191,-0.0521191,10.025,0.055,-0.055,9.427,0.004,-0.004,8.237001,0.024,-0.024,7.981,0.016,-0.016,7.925,0.021,-0.021,7.888,0.025,-0.025,7.9,0.02,-0.02,7.915,0.022,-0.022,8.416,9.30819,0.000655,-0.000655,8.88406,0.0062,-0.0062,9.519,4.0,0;;;;
621,EPIC 210933299.01,CANDIDATE,1.0,0.0,0.0,1.0,8.4044,0.0015,-0.0024,0.0,1.24,0.27,-0.58,0.0,0.111,0.024,-0.052,0.0,2457066.6995,0.0071,-0.0067,0.0,2.256,0.037,0.004,-0.0121,,0.31,0.06,-0.1,56.7378347,21.9166625,-25.14761,168.19671,1.94192,59.39451,72.162838,0.0783385,-0.0783385,-10.8966,0.154997,-0.154997,-71.3354,0.0756278,-0.0756278,93.1123,0.6277,-0.6195,10.7116,0.0713833,-0.0713833,17.72,0.161,-0.161,15.96,0.2,-0.2,12.21,0.021,-0.021,11.612,0.023,-0.023,11.398,0.023,-0.023,11.233,0.023,-0.023,11.094,0.021,-0.021,10.862,0.135,-0.135,8.832,14.9129,0.000525,-0.000525,13.7119,0.0075093,-0.0075093,14.308,4.0,0;;;;
622,EPIC 210935498.01,CANDIDATE,1.0,0.0,0.0,1.0,1.1829266,1.3e-06,-1.4e-06,0.0,29.0,7.5,-14.0,0.0,2.6,0.67,-1.2,0.0,2457061.84539,4.2e-05,-4.1e-05,0.0,2.1168,0.176,0.0047,-0.0026,,1.51,0.39,-0.73,58.3331051,21.9516663,-24.10362,169.35104,1.66001,60.84833,13.7931142,1.4,-1.4,-10.0,1.4,-1.4,-9.5,1.4,-1.4,283.555,,,,,,11.995,0.242,-0.242,11.484,0.017,-0.017,10.179,0.024,-0.024,9.893,0.022,-0.022,9.802,0.018,-0.018,9.757,0.023,-0.023,9.773,0.02,-0.02,9.741,0.051,-0.051,8.962,11.3123,0.000675,-0.000675,10.8662,0.006,-0.006,11.28,4.0,0;;;;
623,EPIC 210945680.01,CANDIDATE,1.0,0.0,0.0,1.0,20.600656,0.003989,-0.006457,0.0,2.166,0.08,-0.081,0.0,0.193,0.007,-0.007,0.0,2457075.516123,0.010867,-0.004946,0.0,3.9,0.0187,0.001,-0.001,5969.0,1.06,0.02,-0.02,53.2390995,22.1158827,-27.15596,165.3503,2.87667,56.27942,24.461062,0.0781133,-0.0781133,19.1585,0.0833666,-0.0833666,-15.2084,0.0689601,-0.0689601,227.124,2.692,-2.632,4.37476,0.0512107,-0.0512107,12.125,0.038,-0.038,11.467,0.023,-0.023,10.258,0.018,-0.018,9.983,0.017,-0.017,9.905,0.02,-0.02,9.899,0.088,-0.088,9.911,0.02,-0.02,9.887,0.061,-0.061,9.056,11.3102,0.000543,-0.000543,10.8717,0.0061,-0.0061,11.318,,0;;;;
624,EPIC 210954046.01,FALSE POSITIVE,1.0,0.0,0.0,1.0,0.950356,0.000177,-0.000177,0.0,6.94,1.08,-1.08,0.0,0.619,0.096,-0.096,0.0,2457128.33024,0.00111,-0.00113,0.0,,0.0677,0.008,-0.006,6125.0,0.94,0.1,-0.1,60.9037642,22.2491134,-22.21328,170.95992,1.47206,63.24211,0.9447446,0.0672033,-0.0672033,-0.0375781,0.126669,-0.126669,-0.943997,0.0670672,-0.0670672,1178.14,123.44,-102.64,0.816321,0.0786025,-0.0786025,11.706,0.035,-0.035,11.384,0.069,-0.069,10.319,0.035,-0.035,10.111,0.034,-0.034,10.015,0.023,-0.023,9.761,0.024,-0.024,9.767,0.02,-0.02,9.84,0.06,-0.06,8.559,11.3223,0.001063,-0.001063,10.9395,0.0089,-0.0089,12.438,4.0,0;;;;
625,EPIC 210956385.01,CANDIDATE,1.0,0.0,0.0,1.0,56.6205,0.0011,-0.0011,0.0,7.68,0.68,-0.58,0.0,0.685,0.061,-0.052,0.0,2457065.41887,0.00078,-0.00079,0.0,5.736,0.0779,0.0028,-0.0044,,0.9,0.07,-0.05,57.4807753,22.2843374,-24.40857,168.47279,2.15212,60.14654,8.8565228,0.0397949,-0.0397949,3.99694,0.0554669,-0.0554669,-7.90332,0.034667,-0.034667,488.495,7.5155,-7.5155,2.01854,0.0312533,-0.0312533,15.412,0.028,-0.028,14.482,0.08,-0.08,12.625,0.02,-0.02,12.23,0.022,-0.022,12.103,0.021,-0.021,12.066,0.025,-0.025,12.097,0.025,-0.025,11.646,0.269,-0.269,8.706,14.1934,0.000476,-0.000476,13.5647,0.0075,-0.0075,14.167,4.0,0;;;;
626,EPIC 210958990.01,CANDIDATE,1.0,0.0,0.0,1.0,1.702301,1.8e-05,-1.8e-05,0.0,19.1,4.2,-4.2,0.0,1.7,0.37,-0.37,0.0,2457065.7829,0.0042,-0.0042,0.0,2.53896,0.1369,0.0011,-0.0011,6116.0,1.28,0.28,-0.28,62.7540713,22.325288,-20.92461,172.17477,1.22529,64.93849,18.8808691,0.0752961,-0.0752961,7.34198,0.0980022,-0.0980022,-17.3949,0.0704876,-0.0704876,447.3,13.171,-12.451,2.20859,0.0635001,-0.0635001,13.681,0.051,-0.051,12.883,0.16,-0.16,11.143,0.023,-0.023,10.843,0.033,-0.033,10.709,0.021,-0.021,10.544,0.023,-0.023,10.548,0.02,-0.02,10.519,0.095,-0.095,8.299,12.6394,0.000508,-0.000508,12.0541,0.0081,-0.0081,12.613,4.0,0;;;;
627,EPIC 210961508.01,CANDIDATE,1.0,0.0,0.0,1.0,0.3499146,2.4e-06,-2.4e-06,0.0,39.4,5.8,-6.1,0.0,3.52,0.52,-0.54,0.0,2457062.10959,0.00027,-0.00027,0.0,1.9032,0.149,0.021,-0.014,,2.43,0.1,-0.3,59.920055,22.3658789,-22.77804,170.17722,1.76537,62.37236,24.7885857,0.0582004,-0.0582004,-8.54562,0.109682,-0.109682,-23.269,0.0471337,-0.0471337,651.915,20.634,-20.634,1.50587,0.048162,-0.048162,14.326,0.025,-0.025,13.146,0.092,-0.092,10.994,0.023,-0.023,10.468,0.025,-0.025,10.32,0.021,-0.021,10.282,0.024,-0.024,10.321,0.021,-0.021,10.182,0.068,-0.068,8.678001,12.7806,0.000192,-0.000192,12.0629,0.0077,-0.0077,13.558,4.0,0;;;;
629,EPIC 210965800.02,CANDIDATE,1.0,1.0,0.0,1.0,4.27681,0.00022,-0.00023,0.0,2.27,0.21,-0.47,0.0,0.203,0.019,-0.042,0.0,2457063.8492,0.0023,-0.0022,0.0,2.808,0.0222,0.0016,-0.0045,,0.94,0.06,-0.04,52.8888524,22.4348186,-27.12163,164.84079,3.26392,56.04074,13.1765928,0.0599812,-0.0599812,-7.58972,0.0738392,-0.0738392,-10.7712,0.0517396,-0.0517396,214.753,1.838,-1.808,4.62801,0.0392227,-0.0392227,13.276,0.034,-0.034,12.382,0.046,-0.046,10.786,0.02,-0.02,10.426,0.023,-0.023,10.292,0.017,-0.017,10.262,0.022,-0.022,10.293,0.021,-0.021,10.233,0.074,-0.074,8.793,12.1562,0.00056,-0.00056,11.584,0.0062,-0.0062,12.134,4.0,0;;;;
630,EPIC 210965800.03,CANDIDATE,1.0,1.0,0.0,1.0,13.16121,0.00099,-0.00096,0.0,2.62,0.24,-0.43,0.0,0.234,0.021,-0.038,0.0,2457071.1456,0.0024,-0.0023,0.0,4.056,0.0256,0.0017,-0.004,,0.94,0.06,-0.04,52.8888524,22.4348186,-27.12163,164.84079,3.26392,56.04074,13.1765928,0.0599812,-0.0599812,-7.58972,0.0738392,-0.0738392,-10.7712,0.0517396,-0.0517396,214.753,1.838,-1.808,4.62801,0.0392227,-0.0392227,13.276,0.034,-0.034,12.382,0.046,-0.046,10.786,0.02,-0.02,10.426,0.023,-0.023,10.292,0.017,-0.017,10.262,0.022,-0.022,10.293,0.021,-0.021,10.233,0.074,-0.074,8.793,12.1562,0.00056,-0.00056,11.584,0.0062,-0.0062,12.134,4.0,0;;;;
631,EPIC 210965800.04,CANDIDATE,1.0,1.0,0.0,1.0,21.0858,0.0012,-0.0012,0.0,2.95,0.25,-0.42,0.0,0.263,0.022,-0.037,0.0,2457064.5448,0.0024,-0.0021,0.0,4.728,0.0289,0.0017,-0.0039,,0.94,0.06,-0.04,52.8888524,22.4348186,-27.12163,164.84079,3.26392,56.04074,13.1765928,0.0599812,-0.0599812,-7.58972,0.0738392,-0.0738392,-10.7712,0.0517396,-0.0517396,214.753,1.838,-1.808,4.62801,0.0392227,-0.0392227,13.276,0.034,-0.034,12.382,0.046,-0.046,10.786,0.02,-0.02,10.426,0.023,-0.023,10.292,0.017,-0.017,10.262,0.022,-0.022,10.293,0.021,-0.021,10.233,0.074,-0.074,8.793,12.1562,0.00056,-0.00056,11.584,0.0062,-0.0062,12.134,4.0,0;;;;
632,EPIC 210965800.05,CANDIDATE,1.0,1.0,0.0,1.0,30.2894,0.0032,-0.0032,0.0,2.33,0.23,-0.42,0.0,0.208,0.021,-0.037,0.0,2457066.1436,0.0034,-0.0034,0.0,5.256,0.0228,0.0018,-0.0039,,0.94,0.06,-0.04,52.8888524,22.4348186,-27.12163,164.84079,3.26392,56.04074,13.1765928,0.0599812,-0.0599812,-7.58972,0.0738392,-0.0738392,-10.7712,0.0517396,-0.0517396,214.753,1.838,-1.808,4.62801,0.0392227,-0.0392227,13.276,0.034,-0.034,12.382,0.046,-0.046,10.786,0.02,-0.02,10.426,0.023,-0.023,10.292,0.017,-0.017,10.262,0.022,-0.022,10.293,0.021,-0.021,10.233,0.074,-0.074,8.793,12.1562,0.00056,-0.00056,11.584,0.0062,-0.0062,12.134,4.0,0;;;;
633,EPIC 210965800.06,CANDIDATE,1.0,1.0,0.0,1.0,1.82876,0.00015,-0.00015,0.0,1.46,0.2,-1.23,0.0,0.13,0.02,-0.11,0.0,2457062.0985,0.0032,-0.0031,0.0,2.352,0.0143,0.0018,-0.012,,0.94,0.06,-0.04,52.8888524,22.4348186,-27.12163,164.84079,3.26392,56.04074,13.1765928,0.0599812,-0.0599812,-7.58972,0.0738392,-0.0738392,-10.7712,0.0517396,-0.0517396,214.753,1.838,-1.808,4.62801,0.0392227,-0.0392227,13.276,0.034,-0.034,12.382,0.046,-0.046,10.786,0.02,-0.02,10.426,0.023,-0.023,10.292,0.017,-0.017,10.262,0.022,-0.022,10.293,0.021,-0.021,10.233,0.074,-0.074,8.793,12.1562,0.00056,-0.00056,11.584,0.0062,-0.0062,12.134,4.0,0;;;;
