,pl_name,disposition,sy_snum,sy_pnum,rv_flag,tran_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,ttv_flag,pl_trandur,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,st_teff,st_rad,st_raderr1,st_raderr2,ra,dec,glat,glon,elat,elon,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,k2_campaigns,pl_ntranspec;;;;
2358,K2-205 b,CONFIRMED,1.0,1.0,0.0,1.0,26.682,0.0036,-0.0042,0.0,2.209,0.095,-0.186,0.0,0.197,0.009,-0.017,0.0,2457413.4025,0.0039,-0.0044,0.0,6.048,0.01692,0.00068,-0.00139,,1.2,0.02,-0.02,15.2175909,0.425966,-62.35258,128.01885,-5.60023,14.17861,25.3438946,0.101851,-0.101851,23.9553,0.10531,-0.10531,-8.27385,0.0660823,-0.0660823,405.301,9.162,-8.773,2.43932,0.0541632,-0.0541632,12.99,0.026,-0.026,12.45,0.08,-0.08,11.235,0.026,-0.026,10.933,0.022,-0.022,10.879,0.021,-0.021,10.862,0.022,-0.022,10.908,0.021,-0.021,10.821,0.119,-0.119,8.54,12.2509,0.000252,-0.000252,11.8374,0.0072,-0.0072,12.25,8.0,0;;;;
2360,K2-206 b,CONFIRMED,1.0,1.0,0.0,1.0,18.294549,0.001728,-0.001599,0.0,2.795,0.223,-0.155,0.0,0.249,0.02,-0.014,0.0,2457396.57661,0.00394,-0.004344,0.0,,0.03381,0.00229,-0.00144,5043.0,0.76,0.03,-0.03,11.2564264,0.5931866,-62.23569,119.48925,-3.90737,10.58117,31.4985495,0.0869658,-0.0869658,25.8867,0.0999713,-0.0999713,-17.9454,0.0500399,-0.0500399,244.443,3.114,-3.039,4.06279,0.051097,-0.051097,13.957,0.042,-0.042,13.084,0.092,-0.092,11.439,0.026,-0.026,10.991,0.027,-0.027,10.918,0.021,-0.021,10.845,0.022,-0.022,10.899,0.021,-0.021,11.021,0.232,-0.232,8.674,12.8274,0.00019,-0.00019,12.2619,0.0076,-0.0076,12.826,8.0,0;;;;
2361,K2-207 b,CONFIRMED,1.0,1.0,0.0,1.0,12.4904,0.0014,-0.0012,0.0,3.59,1.0,-1.83,0.0,0.32,0.09,-0.163,0.0,2457403.6429,0.0032,-0.0033,0.0,4.296,0.0354,0.0098,-0.0181,,0.93,0.03,-0.02,11.6996481,0.6406182,-62.20872,120.44391,-4.03689,11.00869,45.2973446,0.0444059,-0.0444059,-12.646,0.0788132,-0.0788132,-43.4963,0.0401686,-0.0401686,363.064,5.626,-5.46,2.72597,0.0417298,-0.0417298,13.906,0.043,-0.043,13.175,0.092,-0.092,11.78,0.022,-0.022,11.456,0.023,-0.023,11.383,0.02,-0.02,11.338,0.022,-0.022,11.397,0.023,-0.023,11.214,0.205,-0.205,8.384,12.9687,0.000347,-0.000347,12.4815,0.007,-0.007,12.971,8.0,0;;;;
2363,K2-208 b,CONFIRMED,1.0,1.0,0.0,1.0,4.19121,0.00027,-0.00027,0.0,1.75,0.4,-0.49,0.0,0.156,0.04,-0.044,0.0,2457392.3184,0.0033,-0.0032,0.0,2.184,0.018,0.0017,-0.005,,0.89,0.19,-0.05,20.7789809,0.8890076,-60.96448,139.4218,-7.28846,19.53141,47.3817757,0.077221,-0.077221,-26.3462,0.0817161,-0.0817161,-39.3816,0.0751221,-0.0751221,256.887,3.221,-3.144,3.86451,0.0478641,-0.0478641,13.227,0.043,-0.043,12.577,0.092,-0.092,11.164,0.026,-0.026,10.824,0.022,-0.022,10.746,0.019,-0.019,10.697,0.022,-0.022,10.739,0.021,-0.021,10.645,0.089,-0.089,8.617,12.3135,0.000279,-0.000279,11.8333,0.0064,-0.0064,12.302,8.0,0;;;;
2365,K2-209 b,CONFIRMED,1.0,1.0,0.0,1.0,2.080615,0.000134,-0.00013,0.0,0.869,0.105,-0.062,0.0,0.077,0.009,-0.006,0.0,2457394.2331,0.002694,-0.002473,0.0,,0.01118,0.00131,-0.00074,4720.0,0.71,0.02,-0.02,14.6903464,1.382807,-61.43447,126.76197,-4.51408,14.06095,242.2871019,0.0678999,-0.0678999,-75.3148,0.0853758,-0.0853758,-230.284,0.0657562,-0.0657562,76.4986,0.3054,-0.3031,13.0435,0.0516096,-0.0516096,12.081,0.039,-0.039,11.061,0.039,-0.039,9.263,0.024,-0.024,8.774,0.038,-0.038,8.613,0.023,-0.023,8.555,0.022,-0.022,8.612001,0.021,-0.021,8.553001,0.027,-0.027,8.172,10.7447,0.000298,-0.000298,10.1095,0.006,-0.006,10.717,8.0,0;;;;
2366,K2-21 b,CONFIRMED,1.0,2.0,0.0,1.0,9.3251498,,,0.0,1.89,,,0.0,0.169,,,0.0,2456980.096,,,0.0,2.51,0.02673,,,4024.0,0.6,,,340.3037846,-14.4893256,-57.17935,48.93602,-5.72499,336.36491,81.5844334,0.0648486,-0.0648486,20.7358,0.0730797,-0.0730797,-78.9053,0.0642412,-0.0642412,83.6448,0.2665,-0.2649,11.9265,0.0376904,-0.0376904,14.138,0.054,-0.054,12.851,0.057,-0.057,10.251,0.021,-0.021,9.633,0.022,-0.022,9.417,0.02,-0.02,9.407,0.023,-0.023,9.379,0.02,-0.02,9.399,0.042,-0.042,9.031,12.2785,0.000342,-0.000342,11.4644,0.006,-0.006,12.316,3.0,0;;;;
2371,K2-21 c,CONFIRMED,1.0,2.0,0.0,1.0,15.50116,0.0009,-0.0009,0.0,1.53,0.14,-0.14,0.0,0.136,0.012,-0.012,0.0,2456988.4715,0.0018,-0.0018,0.0,2.333,0.0302,0.0018,-0.0018,4006.0,0.46,0.03,-0.03,340.3037846,-14.4893256,-57.17935,48.93602,-5.72499,336.36491,81.5844334,0.0648486,-0.0648486,20.7358,0.0730797,-0.0730797,-78.9053,0.0642412,-0.0642412,83.6448,0.2665,-0.2649,11.9265,0.0376904,-0.0376904,14.138,0.054,-0.054,12.851,0.057,-0.057,10.251,0.021,-0.021,9.633,0.022,-0.022,9.417,0.02,-0.02,9.407,0.023,-0.023,9.379,0.02,-0.02,9.399,0.042,-0.042,9.031,12.2785,0.000342,-0.000342,11.4644,0.006,-0.006,12.316,3.0,0;;;;
2377,K2-210 b,CONFIRMED,1.0,1.0,0.0,1.0,0.57023,3.2e-05,-3.2e-05,0.0,0.86,0.2,-0.2,0.0,0.077,0.018,-0.018,0.0,2457465.80382,0.0023,-0.0012,0.0,,0.00874,0.001,-0.00061,5500.0,0.89,0.15,-0.15,17.6412694,1.5784137,-60.92611,132.80593,-5.46462,16.87107,77.6140865,0.1016961,-0.1016961,70.7469,0.108709,-0.108709,31.919,0.0556164,-0.0556164,176.51,1.858,-1.819,5.6373,0.0585619,-0.0585619,12.883,0.314,-0.314,11.535,0.043,-0.043,10.354,0.023,-0.023,9.995,0.032,-0.032,9.915,0.019,-0.019,9.877,0.024,-0.024,9.929,0.02,-0.02,9.998,0.066,-0.066,8.599,11.5845,0.00039,-0.00039,11.0759,0.0061,-0.0061,11.507,8.0,0;;;;
2379,K2-211 b,CONFIRMED,1.0,1.0,0.0,1.0,0.669573,2.8e-05,-3e-05,0.0,1.44,0.18,-0.3,0.0,0.128,0.016,-0.03,0.0,2457392.4742,0.002,-0.0018,0.0,1.3248,0.0157,0.0013,-0.0032,,0.84,0.08,-0.03,21.1061587,1.7049101,-60.09222,139.64299,-6.65428,20.14463,49.7001927,0.068825,-0.068825,48.6553,0.0690718,-0.0690718,-10.1376,0.0628736,-0.0628736,272.297,4.179,-4.057,3.64447,0.0551145,-0.0551145,,,,13.1547,0.0459,-0.0459,11.624,0.024,-0.024,11.205,0.022,-0.022,11.104,0.024,-0.024,11.074,0.023,-0.023,11.128,0.02,-0.02,10.933,0.093,-0.093,9.086,12.9329,0.000491,-0.000491,12.383,0.0072,-0.0072,12.872,8.0,0;;;;
2382,K2-212 b,CONFIRMED,1.0,1.0,0.0,1.0,9.79551,0.000316,-0.000319,0.0,2.52,0.12,-0.12,0.0,0.225,0.011,-0.011,0.0,2457399.64076,0.00116,-0.00117,0.0,,0.0357,0.0024,-0.001,4272.0,0.65,0.01,-0.01,18.4241015,3.0970732,-59.30136,133.86499,-4.35659,18.17602,165.6720402,0.0851031,-0.0851031,162.635,0.0856338,-0.0856338,31.5766,0.0695617,-0.0695617,109.218,0.931,-0.916,9.12809,0.076856,-0.076856,14.401,0.014,-0.014,12.977,0.103,-0.103,10.629,0.022,-0.022,10.015,0.031,-0.031,9.856,0.023,-0.023,9.789,0.024,-0.024,9.843,0.02,-0.02,9.74,0.054,-0.054,8.525,12.55,0.000274,-0.000274,11.7603,0.0061,-0.0061,12.588,8.0,0;;;;
2386,K2-213 b,CONFIRMED,1.0,1.0,0.0,1.0,8.13087,0.001771,-0.001799,0.0,1.514,0.298,-0.21,0.0,0.135,0.027,-0.019,0.0,2457399.00256,0.006595,-0.007608,0.0,,0.01153,0.00156,-0.00095,5794.0,1.2,0.17,-0.13,13.1403998,3.5077702,-59.36278,123.48216,-1.95562,13.45378,18.4347509,0.0989099,-0.0989099,18.2444,0.0996989,-0.0996989,2.64233,0.0480835,-0.0480835,389.702,6.94,-6.704,2.53777,0.044574,-0.044574,12.719,0.419,-0.419,11.803,0.032,-0.032,11.034,0.026,-0.026,10.729,0.022,-0.022,10.656,0.021,-0.021,10.622,0.023,-0.023,10.681,0.02,-0.02,10.764,0.139,-0.139,8.545,12.0409,0.000206,-0.000206,11.6049,0.0064,-0.0064,12.043,8.0,0;;;;
2387,K2-214 b,CONFIRMED,1.0,1.0,0.0,1.0,8.596802,0.001006,-0.000847,0.0,2.43,0.13,-0.13,0.0,0.217,0.012,-0.012,0.0,2457396.59585,0.00414,-0.00529,0.0,,0.0176,0.0011,-0.0006,5854.0,1.27,0.02,-0.02,14.8759777,4.2277722,-58.58351,126.79207,-1.96014,15.33021,30.8225303,0.0738972,-0.0738972,-25.3227,0.0839436,-0.0839436,-17.5724,0.0465599,-0.0465599,300.64,4.186,-4.075,3.29796,0.0453529,-0.0453529,12.146,0.389,-0.389,11.806,0.028,-0.028,10.576,0.023,-0.023,10.217,0.021,-0.021,10.223,0.023,-0.023,10.163,0.024,-0.024,10.216,0.02,-0.02,10.168,0.069,-0.069,8.51,11.599,0.000412,-0.000412,11.1651,0.0083,-0.0083,11.597,8.0,0;;;;
2391,K2-215 b,CONFIRMED,1.0,1.0,0.0,1.0,8.269648,0.000467,-0.000456,0.0,2.124,0.259,-0.158,0.0,0.189,0.023,-0.014,0.0,2457394.33225,0.002316,-0.002413,0.0,,0.01998,0.00147,-0.00109,5704.0,0.97,0.09,-0.05,18.4700795,6.1238647,-56.30748,133.02426,-1.57154,19.36392,12.5748021,0.062275,-0.062275,-6.44814,0.0773793,-0.0773793,-10.7957,0.0559075,-0.0559075,403.964,6.434,-6.24,2.44698,0.0385347,-0.0385347,13.721,0.017,-0.017,12.99,0.069,-0.069,11.679,0.02,-0.02,11.405,0.026,-0.026,11.298,0.02,-0.02,11.282,0.023,-0.023,11.339,0.021,-0.021,11.387,0.164,-0.164,9.141,12.8302,0.000343,-0.000343,12.3609,0.0073,-0.0073,12.798,8.0,0;;;;
2393,K2-216 b,CONFIRMED,1.0,1.0,1.0,1.0,2.174782,7.2e-05,-7.4e-05,0.0,1.63,0.09,-0.09,0.0,0.145,0.008,-0.008,0.0,2457394.04235,0.00157,-0.00153,0.0,,0.0216,0.0017,-0.0007,4658.0,0.69,0.01,-0.01,11.4802354,6.3470302,-56.49811,120.44792,1.30322,13.03344,10.7859024,0.0625931,-0.0625931,-1.96984,0.0971848,-0.0971848,10.6045,0.0610507,-0.0610507,115.461,0.71,-0.701,8.63246,0.0525101,-0.0525101,13.563,0.024,-0.024,12.403,0.103,-0.103,10.394,0.023,-0.023,9.856,0.032,-0.032,9.721,0.018,-0.018,9.65,0.021,-0.021,9.744,0.019,-0.019,9.731,0.083,-0.083,7.809,12.0576,0.000207,-0.000207,11.375,0.006,-0.006,12.1,8.0,0;;;;
2398,K2-217 b,CONFIRMED,1.0,1.0,0.0,1.0,14.074524,0.000994,-0.000938,0.0,3.579,0.698,-0.485,0.0,0.319,0.062,-0.043,0.0,2457395.00447,0.002998,-0.002866,0.0,,0.0246,0.00309,-0.0011,5967.0,1.33,0.2,-0.17,11.2983678,6.4815879,-56.3562,120.13142,1.49761,12.91948,5.0971571,0.080596,-0.080596,-4.16974,0.0920831,-0.0920831,2.9316,0.049828,-0.049828,381.878,7.649,-7.36,2.59059,0.0510586,-0.0510586,12.813,0.032,-0.032,12.264,0.092,-0.092,11.009,0.022,-0.022,10.747,0.03,-0.03,10.679,0.02,-0.02,10.641,0.023,-0.023,10.675,0.021,-0.021,10.754,0.131,-0.131,8.015,12.0279,0.00025,-0.00025,11.601,0.0069,-0.0069,12.062,8.0,0;;;;
2400,K2-218 b,CONFIRMED,1.0,1.0,0.0,1.0,8.68055,0.00042,-0.00043,0.0,2.79,0.34,-0.29,0.0,0.249,0.03,-0.026,0.0,2457396.4588,0.0019,-0.0019,0.0,3.84,0.0232,0.0011,-0.0024,,1.1,0.12,-0.01,12.809613,6.8464327,-56.02528,122.84333,1.24964,14.44462,13.9946533,0.0717915,-0.0717915,-11.4497,0.080797,-0.080797,-8.04703,0.048704,-0.048704,394.083,10.017,-9.541,2.50996,0.0624634,-0.0624634,13.581,0.048,-0.048,12.92,0.114,-0.114,11.563,0.026,-0.026,11.267,0.026,-0.026,11.206,0.024,-0.024,11.088,0.022,-0.022,11.14,0.02,-0.02,11.063,0.145,-0.145,8.923,12.7137,0.000266,-0.000266,12.2418,0.0072,-0.0072,12.713,8.0,0;;;;
2402,K2-219 b,CONFIRMED,1.0,3.0,0.0,1.0,3.9009,0.00057,-0.00059,0.0,1.47,0.14,-0.3,0.0,0.131,0.012,-0.03,0.0,2457392.8408,0.0059,-0.006,0.0,3.408,0.0102,0.00089,-0.00205,,1.32,0.04,-0.03,12.8452963,8.8675474,-54.0042,122.90808,3.09857,15.26231,22.4239582,0.0473742,-0.0473742,6.96606,0.0735576,-0.0735576,-21.3145,0.0436589,-0.0436589,325.4,4.842,-4.705,3.04486,0.0447365,-0.0447365,12.837,0.479,-0.479,12.09,0.034,-0.034,10.849,0.024,-0.024,10.509,0.022,-0.022,10.424,0.021,-0.021,10.364,0.023,-0.023,10.414,0.021,-0.021,10.337,0.08,-0.08,8.989,11.911,0.000221,-0.000221,11.4427,0.0072,-0.0072,11.923,8.0,0;;;;
2404,K2-219 c,CONFIRMED,1.0,3.0,0.0,1.0,6.66767,0.001283,-0.001569,0.0,1.438,0.214,-0.192,0.0,0.128,0.019,-0.017,0.0,2457398.41574,0.008988,-0.00748,0.0,,0.01109,0.00074,-0.0006,5753.0,1.19,0.16,-0.14,12.8452963,8.8675474,-54.0042,122.90808,3.09857,15.26231,22.4239582,0.0473742,-0.0473742,6.96606,0.0735576,-0.0735576,-21.3145,0.0436589,-0.0436589,325.4,4.842,-4.705,3.04486,0.0447365,-0.0447365,12.837,0.479,-0.479,12.09,0.034,-0.034,10.849,0.024,-0.024,10.509,0.022,-0.022,10.424,0.021,-0.021,10.364,0.023,-0.023,10.414,0.021,-0.021,10.337,0.08,-0.08,8.989,11.911,0.000221,-0.000221,11.4427,0.0072,-0.0072,11.923,8.0,0;;;;
2406,K2-219 d,CONFIRMED,1.0,3.0,0.0,1.0,11.13878,0.00071,-0.0007,0.0,2.84,0.15,-0.29,0.0,0.253,0.013,-0.026,0.0,2457393.4499,0.0025,-0.0026,0.0,4.896,0.01969,0.00081,-0.00194,,1.32,0.04,-0.03,12.8452963,8.8675474,-54.0042,122.90808,3.09857,15.26231,22.4239582,0.0473742,-0.0473742,6.96606,0.0735576,-0.0735576,-21.3145,0.0436589,-0.0436589,325.4,4.842,-4.705,3.04486,0.0447365,-0.0447365,12.837,0.479,-0.479,12.09,0.034,-0.034,10.849,0.024,-0.024,10.509,0.022,-0.022,10.424,0.021,-0.021,10.364,0.023,-0.023,10.414,0.021,-0.021,10.337,0.08,-0.08,8.989,11.911,0.000221,-0.000221,11.4427,0.0072,-0.0072,11.923,8.0,0;;;;
2408,K2-22 b,CONFIRMED,2.0,1.0,0.0,1.0,0.381087,4.1e-05,-4.1e-05,0.0,4.31,0.98,-0.98,0.0,0.385,0.087,-0.087,0.0,2456867.13946,0.00031,-0.00032,0.0,,0.0731,0.014,-0.004,3830.0,0.54,0.07,-0.07,169.4827046,2.6190363,56.81595,256.5319,-1.75392,169.3063,27.5146256,0.0811984,-0.0811984,-27.1082,0.0815074,-0.0815074,-4.7117,0.0702056,-0.0702056,243.836,2.7975,-2.7975,4.07286,0.0466921,-0.0466921,17.042,0.0,0.0,15.565,0.046,-0.046,12.726,0.024,-0.024,12.088,0.03,-0.03,11.924,0.026,-0.026,11.723,0.022,-0.022,11.703,0.022,-0.022,11.802,0.284,-0.284,9.028,14.9537,0.000777,-0.000777,13.9558,0.0129533,-0.0129533,14.928,1.0,0;;;;
2415,K2-220 b,CONFIRMED,1.0,1.0,0.0,1.0,13.682511,0.000721,-0.000686,0.0,2.215,0.267,-0.142,0.0,0.198,0.024,-0.013,0.0,2457401.27054,0.00203,-0.002197,0.0,,0.02184,0.00161,-0.00094,5599.0,0.93,0.09,-0.04,12.7700071,9.5167694,-53.35488,122.78408,3.72566,15.44643,31.5139596,0.1022567,-0.1022567,30.6326,0.104589,-0.104589,-7.40091,0.0468173,-0.0468173,233.514,2.757,-2.695,4.25418,0.049616,-0.049616,12.611,0.048,-0.048,11.873,0.08,-0.08,10.582,0.027,-0.027,10.23,0.022,-0.022,10.161,0.021,-0.021,10.118,0.022,-0.022,10.158,0.02,-0.02,10.125,0.066,-0.066,9.091,11.7214,0.000389,-0.000389,11.2429,0.0061,-0.0061,11.752,8.0,0;;;;
2419,K2-221 b,CONFIRMED,1.0,1.0,0.0,1.0,2.398982,9.1e-05,-9.2e-05,0.0,1.98,0.11,-0.25,0.0,0.177,0.01,-0.022,0.0,2457392.9598,0.0017,-0.0017,0.0,2.5032,0.01695,0.00088,-0.00216,,1.07,0.02,-0.01,16.6550286,10.1897385,-52.5008,129.07585,2.87184,19.24419,17.3704184,0.0949425,-0.0949425,11.0513,0.115202,-0.115202,13.4015,0.0782237,-0.0782237,318.81,6.763,-6.493,3.10914,0.0646959,-0.0646959,13.327,0.028,-0.028,12.571,0.069,-0.069,11.229,0.023,-0.023,10.884,0.023,-0.023,10.852,0.023,-0.023,10.773,0.022,-0.022,10.811,0.02,-0.02,10.817,0.121,-0.121,8.744,12.4149,0.000271,-0.000271,11.9217,0.0073,-0.0073,12.232,8.0,0;;;;
2421,K2-222 b,CONFIRMED,1.0,1.0,0.0,1.0,15.386796,0.001829,-0.001912,0.0,2.1,0.3,-0.2,0.0,0.19,0.03,-0.02,0.0,2457399.06596,0.004595,-0.004334,0.0,4.3896,0.0202,0.0022,-0.001,,0.96,,,16.4625203,11.7537171,-50.96109,128.53772,4.38938,19.66793,86.9642815,0.1057362,-0.1057362,55.2964,0.106623,-0.106623,67.12,0.10513,-0.10513,101.321,0.632,-0.625,9.84127,0.0607778,-0.0607778,10.038,0.057,-0.057,9.543,0.004,-0.004,8.423,0.023,-0.023,8.169,0.034,-0.034,8.105,0.017,-0.017,8.052,0.023,-0.023,8.096,0.02,-0.02,8.069,0.022,-0.022,7.92,9.36072,0.000292,-0.000292,8.97055,0.0062,-0.0062,9.443,8.0,0;;;;
2424,K2-223 b,CONFIRMED,1.0,2.0,0.0,1.0,0.50557,8.8e-05,-8.8e-05,0.0,0.89,0.1,-0.09,0.0,0.079,0.009,-0.008,0.0,2457637.66396,0.0023,-0.002,0.0,,0.00801,0.0008,-0.00053,5859.0,1.0,0.06,-0.06,185.306183,-10.2820915,51.87879,290.83817,-7.32923,188.96077,16.7520877,0.0746179,-0.0746179,7.37793,0.111893,-0.111893,-15.0399,0.0624084,-0.0624084,198.604,2.567,-2.503,5.00744,0.0637652,-0.0637652,12.132,0.027,-0.027,11.443,0.057,-0.057,10.177,0.024,-0.024,9.946,0.024,-0.024,9.835,0.024,-0.024,9.8,0.023,-0.023,9.825,0.02,-0.02,9.51,0.041,-0.041,8.472,11.2736,0.000792,-0.000792,10.8242,0.0061,-0.0061,11.325,10.0,0;;;;
2427,K2-223 c,CONFIRMED,1.0,2.0,0.0,1.0,4.56327,0.00051,-0.00049,0.0,1.57,0.11,-0.07,0.0,0.14,0.01,-0.006,0.0,2457582.9755,0.0044,-0.0045,0.0,2.8,0.0146,0.001,-0.0006,5835.0,0.99,0.01,-0.01,185.306183,-10.2820915,51.87879,290.83817,-7.32923,188.96077,16.7520877,0.0746179,-0.0746179,7.37793,0.111893,-0.111893,-15.0399,0.0624084,-0.0624084,198.604,2.567,-2.503,5.00744,0.0637652,-0.0637652,12.132,0.027,-0.027,11.443,0.057,-0.057,10.177,0.024,-0.024,9.946,0.024,-0.024,9.835,0.024,-0.024,9.8,0.023,-0.023,9.825,0.02,-0.02,9.51,0.041,-0.041,8.472,11.2736,0.000792,-0.000792,10.8242,0.0061,-0.0061,11.325,10.0,0;;;;
2430,K2-224 b,CONFIRMED,1.0,2.0,0.0,1.0,4.478591,0.000613,-0.000641,0.0,1.664,0.245,-0.129,0.0,0.148,0.022,-0.011,0.0,2457585.67412,0.00661,-0.00633,0.0,,0.01816,0.00254,-0.00124,5614.0,0.84,0.04,-0.03,189.7041426,-10.0605942,52.68541,297.80252,-5.40849,192.87076,17.4424654,0.06285,-0.06285,11.8419,0.0762067,-0.0762067,12.8066,0.0486011,-0.0486011,275.255,2.935,-2.874,3.60459,0.0380441,-0.0380441,13.357,0.04,-0.04,12.7,0.08,-0.08,11.352,0.022,-0.022,11.029,0.027,-0.027,10.94,0.019,-0.019,10.932,0.021,-0.021,10.988,0.02,-0.02,11.117,0.172,-0.172,8.677,12.5216,0.000158,-0.000158,12.0532,0.0079,-0.0079,12.482,10.0,0;;;;
2432,K2-224 c,CONFIRMED,1.0,2.0,0.0,1.0,10.09607,0.000641,-0.000619,0.0,2.505,0.308,-0.165,0.0,0.22,0.03,-0.01,0.0,2457588.40888,0.002315,-0.002372,0.0,,0.02734,0.00312,-0.0015,,,,,189.7041426,-10.0605942,52.68541,297.80252,-5.40849,192.87076,17.4424654,0.06285,-0.06285,11.8419,0.0762067,-0.0762067,12.8066,0.0486011,-0.0486011,275.255,2.935,-2.874,3.60459,0.0380441,-0.0380441,13.357,0.04,-0.04,12.7,0.08,-0.08,11.352,0.022,-0.022,11.029,0.027,-0.027,10.94,0.019,-0.019,10.932,0.021,-0.021,10.988,0.02,-0.02,11.117,0.172,-0.172,8.677,12.5216,0.000158,-0.000158,12.0532,0.0079,-0.0079,12.482,10.0,0;;;;
2434,K2-225 b,CONFIRMED,1.0,1.0,0.0,1.0,15.871455,0.002113,-0.00167,0.0,2.661,0.464,-0.309,0.0,0.237,0.041,-0.028,0.0,2457587.36823,0.004034,-0.004872,0.0,,0.02017,0.00106,-0.00078,5733.0,1.21,0.2,-0.13,186.5410958,-9.6248232,52.73956,292.60786,-6.24176,189.82052,38.9429518,0.0896111,-0.0896111,-38.0437,0.0909097,-0.0909097,-8.32048,0.0559403,-0.0559403,357.778,5.896,-5.711,2.76698,0.0449857,-0.0449857,12.264,0.309,-0.309,11.836,0.022,-0.022,10.362,0.023,-0.023,10.046,0.021,-0.021,9.954001,0.023,-0.023,9.915,0.022,-0.022,9.978,0.019,-0.019,9.932,0.057,-0.057,8.571,11.5203,0.000543,-0.000543,11.0277,0.0069,-0.0069,11.535,10.0,0;;;;
2436,K2-226 b,CONFIRMED,1.0,1.0,0.0,1.0,3.271106,0.000367,-0.000369,0.0,1.487,0.179,-0.113,0.0,0.133,0.016,-0.01,0.0,2457584.02613,0.004436,-0.004366,0.0,,0.01654,0.00186,-0.00113,5397.0,0.82,0.03,-0.03,183.6456643,-9.5626286,52.2367,287.99069,-7.32374,187.15916,22.382493,0.1171293,-0.1171293,-22.2913,0.11719,-0.11719,2.0184,0.10947,-0.10947,211.265,3.379,-3.275,4.7062,0.0739526,-0.0739526,13.194,0.025,-0.025,12.337,0.092,-0.092,10.697,0.023,-0.023,10.307,0.023,-0.023,10.223,0.023,-0.023,10.166,0.022,-0.022,10.204,0.02,-0.02,10.118,0.083,-0.083,8.755,12.0917,0.000344,-0.000344,11.5473,0.0061,-0.0061,12.042,10.0,0;;;;
2438,K2-227 b,CONFIRMED,1.0,1.0,0.0,1.0,13.621832,0.003188,-0.003268,0.0,1.666,1.221,-0.179,0.0,0.149,0.109,-0.016,0.0,2457592.23831,0.009716,-0.00941,0.0,,0.01714,0.01255,-0.00175,5673.0,0.89,0.04,-0.03,190.9484237,-8.4784159,54.34518,299.6881,-3.47128,193.38071,33.9546375,0.1007755,-0.1007755,-17.3022,0.107406,-0.107406,-29.2156,0.0983441,-0.0983441,187.234,2.056,-2.013,5.31295,0.0575824,-0.0575824,12.675,0.492,-0.492,12.015,0.034,-0.034,10.393,0.023,-0.023,10.055,0.027,-0.027,10.005,0.021,-0.021,9.962,0.023,-0.023,9.997,0.02,-0.02,9.999,0.057,-0.057,8.678001,11.4954,0.00054,-0.00054,11.0373,0.0061,-0.0061,11.512,10.0,0;;;;
2439,K2-228 b,CONFIRMED,1.0,1.0,0.0,1.0,2.698368,0.000128,-0.000136,0.0,1.384,0.102,-0.086,0.0,0.124,0.009,-0.008,0.0,2457583.19285,0.002164,-0.002212,0.0,,0.01816,0.00121,-0.00101,4764.0,0.7,0.02,-0.02,187.2947047,-6.8342028,55.61276,293.11643,-3.38409,189.39771,18.7947027,0.3859489,-0.3859489,-12.7418,0.461246,-0.461246,13.8162,0.307735,-0.307735,129.46,4.091,-3.852,7.7079,0.234812,-0.234812,14.112,0.055,-0.055,13.028,0.092,-0.092,10.978,0.026,-0.026,10.439,0.022,-0.022,10.324,0.024,-0.024,10.237,0.023,-0.023,10.303,0.022,-0.022,10.201,0.074,-0.074,8.971,12.6527,0.000446,-0.000446,11.9808,0.0061,-0.0061,12.66,10.0,0;;;;
2441,K2-229 b,CONFIRMED,1.0,2.0,1.0,1.0,0.584249,1.4e-05,-1.4e-05,0.0,1.164,0.066,-0.048,0.0,0.104,0.006,-0.004,0.0,,,,0.0,,,,,5185.0,0.79,0.03,-0.02,186.8729195,-6.7218474,55.65723,292.35223,-3.44652,188.96782,81.2268036,0.1307015,-0.1307015,-80.8859,0.130993,-0.130993,7.43403,0.0897302,-0.0897302,102.564,1.093,-1.07,9.72291,0.101996,-0.101996,12.049,0.186,-0.186,10.985,0.017,-0.017,9.518,0.022,-0.022,9.126,0.022,-0.022,9.05,0.023,-0.023,8.969,0.024,-0.024,9.036,0.021,-0.021,8.989,0.032,-0.032,8.616,10.7861,0.001541,-0.001541,10.2496,0.0064,-0.0064,10.955,10.0,0;;;;
