,pl_name,disposition,pl_orbper,pl_rade,pl_trandep,st_teff,st_rad,st_logg,ra,dec
252,EPIC 206011849.01,CANDIDATE,10.3631,1.64,0.062,,0.61,,332.5354772,-14.4845211
253,EPIC 206024342 b,CONFIRMED,4.50717,1.44,0.0267,,0.82,,331.2771441,-14.1218019
254,EPIC 206024342 c,CONFIRMED,0.911618,1.16,0.0179,,0.82,,331.2771441,-14.1218019
255,EPIC 206024342 d,CONFIRMED,14.637,4.0,,6438.0,1.5,4.2,331.2771441,-14.1218019
256,EPIC 206028176.01,CANDIDATE,9.38053,2.89,0.0385,,1.41,,330.3003228,-14.0145545
257,EPIC 206029242.01,CANDIDATE,5.6505,1.33,0.0164,,1.01,,330.6410805,-13.9855272
258,EPIC 206029450.01,CANDIDATE,4.2304959,2.56,0.123,4335.0,0.67,,335.882977,-13.9795329
259,EPIC 206031623.01,CANDIDATE,9.9487,1.48,0.01525,,1.14,,339.5953205,-13.9195267
260,EPIC 206032309 b,CONFIRMED,2.87814,1.01,,,,,341.2404563,-13.9011223
261,EPIC 206032309.01,CANDIDATE,4.1107634,1.01,0.263,2989.0,0.18,,341.2404563,-13.9011223
262,EPIC 206036749.01,CANDIDATE,1.131316,4.6,,6292.0,1.32,4.27,332.4761401,-13.7777952
263,EPIC 206042996 b,CONFIRMED,5.2986,1.7,,4114.0,0.5,4.8,337.5136198,-13.6101475
264,EPIC 206042996 c,CONFIRMED,0.354884,1.2,,4114.0,0.5,4.8,337.5136198,-13.6101475
265,EPIC 206047055.01,CANDIDATE,4.1029,2.28,0.0124,,1.98,,339.0346995,-13.5006049
266,EPIC 206049452.01,CANDIDATE,14.454495,2.21,0.0843,4521.0,0.7,,334.5266988,-13.4371919
267,EPIC 206056433.01,CANDIDATE,28.564994,2.25,0.0914,4418.0,0.68,,335.1789328,-13.2523483
268,EPIC 206061524.01,CANDIDATE,5.879829,6.97,0.9542,,0.7,,335.057616,-13.1147717
269,EPIC 206065006.01,FALSE POSITIVE,25.2768,25.0,,4215.0,0.52,4.76,335.6488834,-13.0196964
270,EPIC 206114294.01,CANDIDATE,3.292013,5.76,0.658,,0.67,,332.3445038,-11.7342991
271,EPIC 206114630.01,CANDIDATE,7.4448754,2.11,0.061,5132.0,0.78,,330.330489,-11.7244144
272,EPIC 206133795.01,CANDIDATE,13.8543,3.18,0.0269,,1.85,,330.7218052,-11.2150863
273,EPIC 206135075.01,CANDIDATE,54.976021,39.1,6.46,6333.0,1.41,,337.940686,-11.1820785
274,EPIC 206135170.01,CANDIDATE,2.59824,7.7,0.87,,0.79,,330.2420155,-11.1796342
275,EPIC 206135682.04,CANDIDATE,37.827,1.42,0.0556,,0.58,,332.6357627,-11.1661157
276,EPIC 206151047.01,CANDIDATE,0.358378,1.65,,5928.0,0.89,4.25,333.7150426,-10.769157
277,EPIC 206155922.01,CANDIDATE,4.00932,1.08,0.0227,,0.68,,336.5503137,-10.6437939
278,EPIC 206159027.02,CANDIDATE,20.6714,1.47,0.0455,,0.66,,334.0195539,-10.5673649
279,EPIC 206169157.01,CANDIDATE,,7.72,0.2243,,1.76,,336.963888,-10.336838
280,EPIC 206169157.02,CANDIDATE,,31.1,0.1821,,1.76,,336.963888,-10.336838
281,EPIC 206169375.01,CANDIDATE,0.367453,2.55,,6167.0,0.95,4.16,344.0163229,-10.3323149
282,EPIC 206175552.01,CANDIDATE,6.57986525,,0.561,5874.0,1.68,4.01,339.5115221,-10.2051939
283,EPIC 206192335.01,CANDIDATE,3.59905,1.588,,5459.0,0.83,4.59,332.6644652,-9.889599
284,EPIC 206208956.01,CANDIDATE,5.01038,4.28,0.0718,,1.53,,342.3740644,-9.6152957
285,EPIC 206215704 b,CONFIRMED,2.25558,2.0,0.269,,0.37,,335.0949721,-9.5097112
286,EPIC 206215704.01,CANDIDATE,3.11594,1.59,0.162,,0.37,,335.0949721,-9.5097112
287,EPIC 206226146.01,CANDIDATE,11.63547,2.6,0.0767,,0.89,,330.8663286,-9.3454283
288,EPIC 206260577.01,CANDIDATE,1.982116,35.0,0.3731,,2.05,,334.3290959,-8.8300916
289,EPIC 206262341.01,CANDIDATE,36.9321,2.98,0.0856,,0.95,,338.0516437,-8.8033651
290,EPIC 206267115.01,FALSE POSITIVE,1.35823,1.44,,5675.0,0.95,4.45,331.5105424,-8.7318618
291,EPIC 206268084.01,CANDIDATE,8.4532,2.66,0.0595,,1.04,,339.5293247,-8.7177469
292,EPIC 206298289.01,CANDIDATE,0.4348359,1.59,0.0849,3714.0,0.5,,337.3577853,-8.2666588
293,EPIC 206311743.01,CANDIDATE,4.31444335,,3.877,4952.0,2.26,,335.1185265,-8.0607125
294,EPIC 206312951.01,CANDIDATE,1.5339666,1.47,0.0685,3757.0,0.52,,337.0856329,-8.0416566
295,EPIC 206315178.01,CANDIDATE,0.3176828,11.9,1.593,,0.94,,337.7112373,-8.0057126
296,EPIC 206317286 b,CONFIRMED,1.58252,0.96,,,,,337.6178427,-7.972456
297,EPIC 206317286 c,CONFIRMED,17.515472,2.094,,4752.0,0.76,4.6,337.6178427,-7.972456
298,EPIC 206329937.01,CANDIDATE,10.49927,1.43,0.0575,,0.6,,337.6528983,-7.7723921
299,EPIC 206344313.01,CANDIDATE,5.23189,3.62,0.286,,0.63,,337.0778724,-7.5419744
300,EPIC 206358352.01,CANDIDATE,1.13666,3.18,0.0308,,1.72,,331.3563908,-7.3104388
301,EPIC 206360885.01,CANDIDATE,12.4404,2.72,0.169,,0.59,,337.8799569,-7.2689116
302,EPIC 206360885.02,CANDIDATE,1.49462,1.8,0.0779,,0.59,,337.8799569,-7.2689116
303,EPIC 206369173.01,CANDIDATE,2.018725,91.0,0.0435,,14.96,,337.649565,-7.1315528
304,EPIC 206414361.01,CANDIDATE,3.47722,1.53,0.0684,,0.56,,332.7659026,-6.3952942
305,EPIC 206417197.01,CANDIDATE,0.44214967,1.32,0.0257,4977.0,0.76,,337.1335977,-6.3475875
306,EPIC 206439513.01,CANDIDATE,18.415126,69.443,,6211.0,3.47,3.56,337.8536542,-5.9779773
307,EPIC 206468053.01,CANDIDATE,27.837146,5.149,,4241.0,0.64,4.7,340.3502909,-5.4936767
308,EPIC 206476150.01,CANDIDATE,12.19649,2.23,0.0387,,1.06,,339.8224026,-5.3446412
309,EPIC 206500801.01,CANDIDATE,8.15306759,,2.292,5445.0,1.71,3.95,334.492397,-4.8647054
310,EPIC 206532093.01,CANDIDATE,2.2021868,56.5,29.2,5695.0,0.96,,335.578027,-4.2062777
311,EPIC 206535016.01,CANDIDATE,20.398071,2.579,,5199.0,0.78,4.52,335.2401767,-4.1394078
312,EPIC 206543223.01,CANDIDATE,17.812866,22.5,5.01,5613.0,0.92,,336.0111971,-3.9544253
313,EPIC 207389002.01,CANDIDATE,2.931226,90.0,,6097.0,1.12,4.37,102.6886888,16.8084191
314,EPIC 208445756.01,CANDIDATE,22.4844,79.0,,6173.0,1.15,4.35,95.7830373,20.9714417
315,EPIC 208833261.01,CANDIDATE,3.47451,10.6,,7143.0,1.83,4.12,91.1082862,22.4994502
316,EPIC 209036259.01,CANDIDATE,0.369181,16.5,,6020.0,2.22,3.76,96.9100772,23.3407488
317,EPIC 209286622.01,CANDIDATE,6.71694,39.0,,5267.0,0.82,4.55,93.9180397,24.3666198
318,EPIC 210365511.01,CANDIDATE,3.951971,8.446,,4672.0,0.69,4.63,60.0924866,12.6338236
319,EPIC 210371175.01,CANDIDATE,11.3256,2.18,0.0427,,1.04,,62.5178165,12.7794292
320,EPIC 210384192.01,CANDIDATE,2.9237,2.57,0.179,,0.57,,54.9158205,13.0953289
321,EPIC 210389383.01,CANDIDATE,14.08549,21.1,,5970.0,1.32,4.16,62.6037399,13.2177437
322,EPIC 210394706.01,CANDIDATE,15.0818,1.83,0.1161,,0.51,,60.7088833,13.3435999
323,EPIC 210394706.02,CANDIDATE,3.16363,1.25,0.053,,0.51,,60.7088833,13.3435999
324,EPIC 210401157.01,FALSE POSITIVE,1.31559,102.0,,6721.0,2.3,3.87,59.3662764,13.4936805
325,EPIC 210414957.01,FALSE POSITIVE,0.96997227,,0.549,5401.0,,,64.3252762,13.8048326
326,EPIC 210423938.01,CANDIDATE,19.860476,2.083,,4760.0,0.7,4.69,60.3724029,14.0001347
327,EPIC 210463428.01,CANDIDATE,4.72046,8.7,3.96,,0.39,,64.2438245,14.7715619
328,EPIC 210472483.01,CANDIDATE,1.1430018,,4.202,5551.0,3.28,,64.285922,14.9363492
329,EPIC 210495066.01,CANDIDATE,3.74234,1.61,0.0944,,0.5,,60.3093491,15.3279672
330,EPIC 210508766.03,CANDIDATE,24.2747,1.56,0.1239,,0.42,,59.9013782,15.5587994
331,EPIC 210513446.01,FALSE POSITIVE,1.14907861,,2.624,5324.24,1.01,,58.0186639,15.6353741
332,EPIC 210524811.01,CANDIDATE,7.46967,2.4,0.38,,0.28,,65.0559891,15.819996
333,EPIC 210550063.01,CANDIDATE,2.165976,2.61,0.05025,,1.1,,61.1318619,16.216647
334,EPIC 210559259.01,CANDIDATE,14.27669647,,0.11,5160.0,0.7,4.69,59.4758973,16.3575273
335,EPIC 210564155.01,CANDIDATE,4.86406,1.09,,3407.0,0.3,4.93,60.4636158,16.4328519
336,EPIC 210576234.01,CANDIDATE,15.97700259,,2.99,5692.43,1.05,,53.7726155,16.615182
337,EPIC 210598340.01,CANDIDATE,3.7342439,30.71,1.2859,,2.64,,56.8687464,16.9416013
338,EPIC 210609658.01,CANDIDATE,14.145239,14.864,,5016.0,2.15,3.81,55.7168593,17.1014246
339,EPIC 210625740.01,CANDIDATE,2.386772,4.0,1.296,,0.29,,61.0019418,17.3280323
340,EPIC 210626797.01,CANDIDATE,43.36143,29.8,0.828,,1.47,,54.2949263,17.3427499
341,EPIC 210629082.01,CANDIDATE,27.353103,3.05,,6148.0,1.45,4.15,57.2668796,17.3754864
342,EPIC 210659688.01,CANDIDATE,2.35771,3.0,,3655.0,0.27,5.01,55.5807493,17.8002937
343,EPIC 210659945.01,CANDIDATE,27.9329,2.51,0.174,,0.57,,55.0113018,17.8043597
344,EPIC 210664763.01,CANDIDATE,3.72007,1.55,0.0225,,0.99,,52.5196213,17.8712249
345,EPIC 210666756.01,CANDIDATE,1.396291,1.89,,5728.0,1.02,4.43,58.435751,17.8987325
346,EPIC 210678858.01,CANDIDATE,31.3537,3.85,0.197,,0.82,,51.5489144,18.0665887
347,EPIC 210678858.02,CANDIDATE,14.8484,2.68,0.1018,,0.82,,51.5489144,18.0665887
348,EPIC 210678858.03,CANDIDATE,10.0696,1.69,0.0395,,0.82,,51.5489144,18.0665887
349,EPIC 210696763.01,CANDIDATE,3.6494,,0.1,3338.0,0.33,4.9,52.8346342,18.3160503
350,EPIC 210696763.02,CANDIDATE,5.76808,1.19,0.209,,0.25,,52.8346342,18.3160503
351,EPIC 210696763.03,CANDIDATE,7.98221,,0.16,3338.0,0.33,4.9,52.8346342,18.3160503
352,EPIC 210736056.01,CANDIDATE,29.0529,,0.2,3373.0,0.33,4.9,54.3977776,18.8962644
353,EPIC 210754505.01,FALSE POSITIVE,0.870775,3.97,,5875.0,0.88,4.04,64.6449782,19.1790392
354,EPIC 210769880.01,CANDIDATE,1.43689647,,0.124,4876.7,10.85,,62.5328988,19.4111732
355,EPIC 210775710.01,CANDIDATE,59.848566,10.814,,5738.0,0.98,4.4,54.2743233,19.4995945
356,EPIC 210777017.01,CANDIDATE,11.376,2.03,0.0946,,0.64,,59.8886978,19.5192704
357,EPIC 210789323.01,FALSE POSITIVE,29.12555,205.0,,4936.0,3.9,3.28,55.4536223,19.7060261
358,EPIC 210801536.01,CANDIDATE,0.8925,2.7,0.0162,,2.0,,52.818831,19.8913826
359,EPIC 210813978.01,CANDIDATE,14.7619,2.11,0.0714,,0.73,,57.1010868,20.081073
360,EPIC 210827030.01,FALSE POSITIVE,0.5111,,0.71,3092.0,0.21,5.04,61.7643174,20.2806046
361,EPIC 210843708.01,CANDIDATE,0.7041655,,0.117,4564.0,9.32,,57.7890482,20.5350814
362,EPIC 210852232.01,CANDIDATE,1.93426,1.64,0.0278,,0.93,,58.8564158,20.6600216
363,EPIC 210852232.02,CANDIDATE,3.43827,1.98,0.0414,,0.93,,58.8564158,20.6600216
364,EPIC 210877025.01,CANDIDATE,18.03895153,,0.121,5089.61,0.89,4.47,56.6413292,21.0342354
365,EPIC 210903662.01,CANDIDATE,2.410271,17.3,,6390.0,1.51,4.17,60.0511457,21.4475359
366,EPIC 210925707.01,CANDIDATE,1.6865884,,4.591,6199.0,2.94,3.58,57.1204621,21.797343
367,EPIC 210933299.01,CANDIDATE,8.4044,1.24,0.144,,0.31,,56.7378347,21.9166625
368,EPIC 210935498.01,CANDIDATE,1.1829266,29.0,1.5889,,1.51,,58.3331051,21.9516663
369,EPIC 210945680.01,CANDIDATE,20.600656,2.166,,5969.0,1.06,4.39,53.2390995,22.1158827
370,EPIC 210954046.01,FALSE POSITIVE,0.950356,6.94,,6125.0,0.94,3.0,60.9037642,22.2491134
371,EPIC 210956385.01,CANDIDATE,56.6205,7.68,0.7187,,0.9,,57.4807753,22.2843374
372,EPIC 210958990.01,CANDIDATE,1.702301,19.1,,6116.0,1.28,4.24,62.7540713,22.325288
373,EPIC 210961508.01,CANDIDATE,0.3499146,39.4,0.11036,,2.43,,59.920055,22.3658789
374,EPIC 210965800.02,CANDIDATE,4.27681,2.27,0.0536,,0.94,,52.8888524,22.4348186
375,EPIC 210965800.03,CANDIDATE,13.16121,2.62,0.0731,,0.94,,52.8888524,22.4348186
376,EPIC 210965800.04,CANDIDATE,21.0858,2.95,0.0872,,0.94,,52.8888524,22.4348186
377,EPIC 210965800.05,CANDIDATE,30.2894,2.33,0.0549,,0.94,,52.8888524,22.4348186
378,EPIC 210965800.06,CANDIDATE,1.82876,1.46,0.0235,,0.94,,52.8888524,22.4348186
379,EPIC 211002562.01,CANDIDATE,3.347872,28.1,1.3334,,2.2,,52.2140799,23.0155211
380,EPIC 211009047.01,CANDIDATE,1.31982263,,0.213,6196.8,2.91,3.59,61.0894452,23.1177955
381,EPIC 211058748.01,CANDIDATE,3.32257,2.53,0.0476,,1.11,,59.1328735,23.91146
382,EPIC 211064647.01,CANDIDATE,,44.0,1.265,,1.6,,63.3668036,24.0030491
383,EPIC 211082420.01,FALSE POSITIVE,2.4616,,7.53,9962.0,2.32,4.11,56.8728112,24.2881368
384,EPIC 211087003.01,CANDIDATE,,8.7,0.796,,0.96,,59.3313141,24.3590848
385,EPIC 211087003.02,CANDIDATE,28.29213,3.55,0.127,,0.96,,59.3313141,24.3590848
386,EPIC 211093684.01,FALSE POSITIVE,7.0502,,3.67,4947.69,0.71,4.65,57.4262424,24.4628062
387,EPIC 211106187.01,CANDIDATE,14.643071,66.05,,4883.0,13.18,2.27,59.0792238,24.6608202
388,EPIC 211107835.01,CANDIDATE,18.8652,1.57,0.0561,,0.64,,55.8387397,24.6875409
389,EPIC 211133138.01,CANDIDATE,7.434876,32.0,0.6143,,1.74,,60.433173,25.123216
390,EPIC 211147528.01,CANDIDATE,2.349545,15.3,0.757,,1.7,,59.6471914,25.3885872
391,EPIC 211158357.01,CANDIDATE,0.2990737,7.6,2.051,,0.23,,57.9097129,25.5896967
392,EPIC 211169300.01,CANDIDATE,16.43831081,,1.529,5997.0,1.92,3.92,58.4909801,25.7972412
393,EPIC 211201576.01,CANDIDATE,5.88165,2.58,0.0323,,1.37,,59.874235,26.4873478
394,EPIC 211308899.01,CANDIDATE,6.423,,0.0395,5053.72,5.87,,133.325015,10.0296849
395,EPIC 211309648.01,CANDIDATE,3.1393226,15.43,,6283.0,1.5,4.18,133.8665993,10.0453099
396,EPIC 211319779.01,CANDIDATE,13.8253157,,,5163.0,0.75,4.58,127.1544879,10.2494875
397,EPIC 211321953.01,CANDIDATE,22.194346,3.174,,5660.0,1.07,4.28,128.8325692,10.2921986
398,EPIC 211333233.01,CANDIDATE,5.409,,0.0172,3949.0,45.48,,126.8981448,10.5065621
399,EPIC 211336616.01,CANDIDATE,44.13,,0.0427,4865.94,10.7,,132.4267042,10.570534
400,EPIC 211372788.01,CANDIDATE,1.529084,48.0,1.0527,,1.65,,131.2614332,11.2032455
401,EPIC 211393988.01,CANDIDATE,4.8718955,14.64,,6972.0,1.82,4.1,133.8179435,11.5488678
402,EPIC 211396431.01,CANDIDATE,8.514184,38.298,,4885.0,8.38,2.69,137.1159603,11.5866277
403,EPIC 211397774.01,FALSE POSITIVE,0.967865,,14.9235,5255.0,0.97,4.42,135.5453448,11.6065889
404,EPIC 211397844.01,CANDIDATE,16.168833,,0.4046,5186.0,5.65,3.37,135.3639735,11.6076104
405,EPIC 211402878.01,FALSE POSITIVE,25.23658,,13.1088,3777.0,0.7,4.57,137.3453763,11.685335
406,EPIC 211408558.01,CANDIDATE,9.967689,2.005,,5882.0,1.03,4.46,129.3084996,11.7716683
407,EPIC 211411891.01,FALSE POSITIVE,0.954863,,12.2533,5544.91,0.93,4.5,136.4957157,11.8196859
408,EPIC 211422822.01,FALSE POSITIVE,0.554633,,2.677,4729.0,0.95,4.36,130.6353009,11.98279
409,EPIC 211425822.01,FALSE POSITIVE,2.153178,,16.1675,5523.0,1.0,4.43,137.5252038,12.0281523
410,EPIC 211429934.01,FALSE POSITIVE,0.565934,,7.6907,5309.0,1.55,4.01,136.5334223,12.0918411
411,EPIC 211436313.01,CANDIDATE,4.332837,2.263,,4768.0,0.72,4.69,137.4987069,12.1906885
412,EPIC 211438731.01,CANDIDATE,20.486455,2.762,,3664.0,0.37,4.85,134.3936549,12.2270375
413,EPIC 211449931.01,FALSE POSITIVE,6.663685,,7.7241,5691.67,1.06,4.39,130.4887643,12.3994357
414,EPIC 211451776.01,CANDIDATE,12.17682,2.244,,4477.0,0.64,4.74,133.8727161,12.4269526
415,EPIC 211452175.01,FALSE POSITIVE,11.114394,,14.0535,5904.69,2.45,3.69,135.6982706,12.4332847
416,EPIC 211453076.01,FALSE POSITIVE,0.524461,,0.88,3112.0,0.2,5.06,130.3694131,12.4465352
417,EPIC 211453223.01,FALSE POSITIVE,9.056947,,22.8283,4942.0,1.06,4.3,130.2153862,12.4486135
418,EPIC 211468153.01,FALSE POSITIVE,0.737735,,29.3171,4908.37,1.53,3.97,131.5157358,12.6767362
419,EPIC 211471048.01,FALSE POSITIVE,0.799768,,36.8062,8175.71,1.67,4.29,133.3980686,12.7191133
420,EPIC 211480861.01,CANDIDATE,6.3508198,,,7461.0,2.11,4.03,124.5437596,12.8626535
421,EPIC 211492384.01,CANDIDATE,0.635328,,0.1315,6420.0,1.53,4.18,131.4568921,13.0294918
422,EPIC 211492541.01,FALSE POSITIVE,1.031746,,1.3062,7598.94,1.85,4.15,132.8012702,13.0319453
423,EPIC 211493669.01,FALSE POSITIVE,0.58337,,1.6936,5802.79,0.74,4.71,131.6413223,13.0490997
424,EPIC 211503824.01,CANDIDATE,2.047195,,0.0255,6150.0,0.96,4.48,134.0820135,13.1927828
425,EPIC 211506851.01,CANDIDATE,10.542179,3.123,,5441.0,0.92,4.42,129.2557752,13.2359338
426,EPIC 211524114.01,FALSE POSITIVE,0.715676,,0.1668,4476.31,7.82,,131.6917066,13.4793426
427,EPIC 211533633.01,CANDIDATE,2.126953,1.7,0.0707,4020.0,0.57,4.7,137.4716756,13.6128935
428,EPIC 211537087.02,CANDIDATE,42.3822512,2.58,,5568.0,0.86,4.52,128.3219134,13.6613758
429,EPIC 211537087.03,CANDIDATE,41.9,2.28,,5568.0,0.86,4.52,128.3219134,13.6613758
430,EPIC 211543616.01,CANDIDATE,1.518232,,35.6389,5510.0,1.21,4.24,131.473165,13.752736
431,EPIC 211544257.01,CANDIDATE,1.63013,,4.6964,6190.0,1.6,4.14,132.8253523,13.761389
432,EPIC 211552050.01,CANDIDATE,3.544965,1.9,0.0621,4860.0,0.7,4.6,133.4101774,13.8693418
433,EPIC 211569704.01,CANDIDATE,34.023,,0.0308,4534.56,11.25,,127.0046688,14.1195964
434,EPIC 211590050.01,CANDIDATE,26.0,10.48,,6414.0,1.57,4.16,135.0803585,14.4042594
435,EPIC 211600389.01,FALSE POSITIVE,0.630717,,16.3414,6591.15,1.58,4.18,133.8859513,14.5447545
436,EPIC 211604981.01,FALSE POSITIVE,12.427163,,1.6631,6435.2,2.4,3.79,138.3288505,14.6068847
437,EPIC 211607670.01,FALSE POSITIVE,1.348851,,21.782,6311.4,1.39,4.25,134.0284308,14.6429247
438,EPIC 211607804.01,FALSE POSITIVE,1.490219,,73.3825,7175.46,1.73,4.17,137.3993323,14.6447599
439,EPIC 211611139.01,CANDIDATE,1.882213,,0.5678,6590.0,1.57,4.18,134.1349445,14.6900442
440,EPIC 211616939.01,CANDIDATE,1.8554,,0.0775,4990.0,10.09,2.96,133.2292432,14.7715214
441,EPIC 211619805.01,CANDIDATE,1.855827,,0.0844,4720.0,0.66,4.63,133.2383188,14.8117921
442,EPIC 211620138.01,CANDIDATE,1.855421,,66.0084,11500.0,2.73,4.05,133.2320539,14.8164505
443,EPIC 211621961.01,FALSE POSITIVE,11.078847,,12.1654,5162.0,1.96,,131.7169885,14.8421191
444,EPIC 211625003.01,FALSE POSITIVE,0.530431,,40.9431,5666.31,1.49,4.1,134.6789638,14.8859919
445,EPIC 211630537.01,FALSE POSITIVE,0.69719,,3.4039,5535.52,1.46,4.1,133.838029,14.9645433
446,EPIC 211631538.01,CANDIDATE,5.513327,3.9,0.2119,5020.0,0.77,4.56,132.3424454,14.9783604
447,EPIC 211638401.01,CANDIDATE,0.53027,1.4,0.0568,3880.0,0.56,4.71,136.7222365,15.0754252
448,EPIC 211638883.01,FALSE POSITIVE,0.543877,,0.0659,6177.78,1.36,4.24,134.3271756,15.0821831
449,EPIC 211639283.01,FALSE POSITIVE,6.741846,,5.5296,4861.09,2.14,,135.9451412,15.0878845
450,EPIC 211642882.01,CANDIDATE,23.897707,,1.1511,5020.0,0.73,4.58,138.9529161,15.1376825
451,EPIC 211644647.01,FALSE POSITIVE,2.044175,,7.196,5480.16,2.5,3.62,133.368118,15.1609156
452,EPIC 211644764.01,CANDIDATE,23.5306712,9.25,,6688.0,1.9,4.05,127.6869017,15.1625976
453,EPIC 211649214.01,CANDIDATE,3.78795,,0.4851,5126.0,4.18,3.48,133.1040583,15.223561
454,EPIC 211651743.01,FALSE POSITIVE,0.516235,,11.1574,7701.0,2.09,4.06,129.7587872,15.2584092
455,EPIC 211662047.01,FALSE POSITIVE,0.635238,,12.6462,4743.31,0.92,4.39,134.3628607,15.399444
456,EPIC 211663508.01,FALSE POSITIVE,0.544418,,43.4869,5076.71,1.07,4.31,129.9561722,15.4202076
457,EPIC 211663688.01,CANDIDATE,1.855516,,1.4554,3110.0,0.19,5.09,133.2565282,15.4222864
458,EPIC 211664543.01,FALSE POSITIVE,0.698333,,10.6429,4081.0,0.66,4.6,136.0364522,15.4349422
459,EPIC 211673349.01,CANDIDATE,4.894289,4.1,0.3043,4440.0,0.69,4.62,130.7774233,15.554317
460,EPIC 211679060.01,CANDIDATE,12.601781,2.788,,5791.0,1.09,4.27,134.2488531,15.6332775
461,EPIC 211685045.01,CANDIDATE,0.769057,2.06,,3832.0,0.54,4.9,123.359527,15.713698
462,EPIC 211705502.01,CANDIDATE,2.5844972,10.29,,6471.0,1.39,4.24,124.4925984,15.9879159
463,EPIC 211710534.01,FALSE POSITIVE,3.022569,,5.6458,6481.66,1.89,4.01,131.7374294,16.0553155
464,EPIC 211711685.01,CANDIDATE,15.462807,1.266,,5509.0,0.92,4.41,133.5143161,16.071337
465,EPIC 211724246.01,CANDIDATE,4.746159,12.597,,5878.0,2.21,3.98,131.1913594,16.2436537
466,EPIC 211728689.01,CANDIDATE,8.952623,8.917,,5258.0,0.86,4.59,129.1808815,16.3067932
467,EPIC 211737652.01,FALSE POSITIVE,2.46819,,48.389,8315.0,0.82,4.92,131.5002914,16.4335416
468,EPIC 211738534.01,FALSE POSITIVE,0.56802,,1.3803,3385.0,0.45,4.78,136.2090845,16.4458014
469,EPIC 211741619.01,CANDIDATE,2.787663,2.2,0.1087,3950.0,0.6,4.68,131.8968981,16.4897963
470,EPIC 211754117.01,CANDIDATE,13.798845,1.665,,4980.0,0.68,4.69,134.1480303,16.6656338
471,EPIC 211764373.01,FALSE POSITIVE,3.57678,,3.1467,5474.0,0.93,4.48,133.1341309,16.8102645
472,EPIC 211765695.01,CANDIDATE,7.5587,2.643,,3974.0,0.68,4.58,130.1630689,16.8291894
473,EPIC 211765695.02,CANDIDATE,25.43143,2.887,,3974.0,0.68,4.58,130.1630689,16.8291894
474,EPIC 211809568.01,FALSE POSITIVE,0.593274,,63.6988,5557.0,1.08,4.36,135.9347837,17.4516768
475,EPIC 211812935.01,CANDIDATE,3.607981,18.3,0.5543,6490.0,2.25,3.93,133.1478987,17.4997633
476,EPIC 211814313.01,CANDIDATE,15.405101,,1.6796,5910.0,1.48,4.14,131.3241107,17.5194533
477,EPIC 211828142.01,FALSE POSITIVE,20.180269,,39.5334,3380.0,0.34,4.88,137.4699335,17.7159404
478,EPIC 211829982.01,FALSE POSITIVE,5.803439,,62.7831,5029.0,1.01,4.36,138.5565355,17.7424557
479,EPIC 211830293.01,CANDIDATE,20.893526,,0.8821,6020.0,1.76,4.04,136.1398094,17.7470224
480,EPIC 211838158.01,FALSE POSITIVE,0.575349,,52.2455,5033.0,1.05,4.32,136.0199607,17.8569949
481,EPIC 211852187.01,FALSE POSITIVE,14.343042,,11.0696,3260.0,0.42,4.8,134.6437718,18.0481127
482,EPIC 211858408.01,FALSE POSITIVE,0.628876,,10.9867,6688.0,1.49,4.24,130.3412169,18.1339264
483,EPIC 211858489.01,FALSE POSITIVE,0.636109,,0.1465,6100.77,1.66,4.06,129.954972,18.1351672
484,EPIC 211859295.01,CANDIDATE,11.09226,2.495,,4496.0,0.7,4.61,131.87908,18.1464926
485,EPIC 211863149.01,CANDIDATE,2.61299,,0.2779,3520.0,0.46,4.8,132.5155053,18.2002339
486,EPIC 211876245.01,CANDIDATE,8.97146,,26.9917,5330.0,0.87,4.48,134.1616939,18.382575
487,EPIC 211892082.01,CANDIDATE,10.90364,2.214,,3929.0,0.59,4.67,131.3004022,18.6097799
488,EPIC 211892395.01,CANDIDATE,0.995061,,44.5224,5080.0,0.86,4.47,135.760339,18.6147062
489,EPIC 211904310.01,CANDIDATE,24.399869,18.43,,6404.0,1.65,4.12,129.4837732,18.7902102
490,EPIC 211914998.02,CANDIDATE,24.6237203,2.33,,5650.0,0.91,4.49,133.8081054,18.9497263
491,EPIC 211919842.01,FALSE POSITIVE,9.510911,,0.7834,3941.0,0.78,4.44,131.4024049,19.0224447
492,EPIC 211942755.01,CANDIDATE,19.729071,2.239,,4735.0,0.71,4.62,124.5363137,19.3660902
493,EPIC 211953244.01,CANDIDATE,29.724674,1.439,,5339.0,0.85,4.51,126.5132158,19.5209728
494,EPIC 211955798.01,FALSE POSITIVE,0.616444,,0.5674,4937.26,0.75,4.6,132.7148652,19.562251
495,EPIC 211964001.01,FALSE POSITIVE,7.218071,,3.2035,6727.06,1.67,4.15,130.1087556,19.6864229
496,EPIC 211964025.01,FALSE POSITIVE,7.219626,,3.1796,8075.0,2.56,3.91,130.0862865,19.6866788
497,EPIC 211964332.01,CANDIDATE,7.220537,,0.3983,5420.0,0.93,4.43,129.7034817,19.6912228
498,EPIC 211964555.01,FALSE POSITIVE,7.220943,,3.4667,3092.0,0.29,4.93,129.6635506,19.6943963
499,EPIC 211965883.01,CANDIDATE,10.555,,0.1249,4067.08,0.72,4.53,136.1570235,19.7144139
500,EPIC 211970234.01,FALSE POSITIVE,1.4835,1.41,,3200.0,0.32,4.91,136.0877307,19.7801355
