,pl_name,disposition,pl_orbper,pl_rade,pl_trandep,st_teff,st_rad,st_logg,ra,dec
11926,2464.01,CONFIRMED,3.7684981,12.5471,19800.0,5160.0,0.87,4.49546,87.679561,-27.623322
11927,2465.01,CANDIDATE,3.759205,3.1563691,892.1135724,6808.4,1.01507,4.59,76.737031,-18.904621
11928,2466.01,CONFIRMED,2.6266983,18.7969,10650.0,6475.0,1.77,4.0609,76.867332,16.867695
11929,2467.01,CANDIDATE,1.7556616,1.7738475,444.0879481,4909.0,0.808741,4.52554,65.717639,-12.677035
11930,2468.01,FALSE POSITIVE,24.4232697,11.2009,1920.0,6102.0,2.37,3.75,80.896099,-24.121296
11931,2469.01,CANDIDATE,2.3767548,23.4044,7940.0,6931.0,2.57,3.8,70.308489,-15.672123
11932,247.01,CONFIRMED,3.4252567,14.360067,14205.2044501,5540.0,1.11655,4.42136,1.04657,-47.360635
11933,2470.01,CANDIDATE,7.1853092,2.12356,800.0,4562.0,0.74,4.56,70.428548,-0.600003
11934,2471.01,CANDIDATE,6.5857043,13.2476,1420.0,5908.4,2.88,3.55,66.514805,-12.51168
11935,2472.01,CANDIDATE,,3.35556,390.0,5824.0,1.69,4.0,67.042733,-3.145653
11936,2473.01,CANDIDATE,1.2311781,17.567,3562.0,6589.1,1.53,4.21,74.374979,10.416737
11937,2474.01,CANDIDATE,4.278752,5.33342,220.0,4971.0,3.5,,79.844207,3.122675
11938,2475.01,FALSE POSITIVE,15.7925628,4.82429,1190.0,5600.0,1.37,4.16,76.524234,10.594174
11939,2476.01,CANDIDATE,3.8865992,14.0296,590.0,4731.6,5.67,,78.108877,-7.257924
11940,2477.01,CANDIDATE,,6.43221,930.0,7505.2,1.96,4.09,79.742457,15.203062
11941,2478.01,CANDIDATE,2.6473916,2.737769,568.2994163,5748.0,1.1287,4.34,73.554354,1.233623
11942,2479.01,CANDIDATE,36.8382429,3.7858994,965.1649482,5363.1,1.2099299,4.08,79.709348,-36.037694
11943,248.01,CANDIDATE,5.9911124,2.3780113,421.2591427,5711.7,1.12148,3.84,34.684283,-54.859725
11944,2480.01,FALSE POSITIVE,11.3543085,9.40688,2190.0,6421.0,1.92,3.98,75.174905,-34.815988
11945,2481.01,CANDIDATE,11.994832,3.11124,1260.0,5567.0,0.86,4.56,77.804406,2.427361
11946,2482.01,CANDIDATE,14.9315582,1.58293,590.0,4779.1,0.61,,71.518246,-15.343431
11947,2483.01,FALSE POSITIVE,1.4853355,4.9194,680.0,6137.7,1.51,4.19,89.835166,-49.469569
11948,2484.01,CANDIDATE,8.32852,5.64479,3670.0,5632.0,0.89,4.54,219.734215,37.02674
11949,2485.01,CANDIDATE,11.23474,12.9872,5240.0,6016.4,1.72,4.01,205.204322,22.983969
11950,2486.01,CANDIDATE,1.5411563,3.7253699,1549.654824,4307.3,0.774692,,59.85217,-36.476026
11951,2487.01,CANDIDATE,3.4024655,15.364,14990.0,5822.0,1.21,4.3,42.888322,-81.006992
11952,2488.01,CANDIDATE,10.7629334,10.1639763,1911.9932336,5394.0,2.31961,4.4,347.136174,-45.026493
11953,2489.01,CANDIDATE,1.426951,8.8281188,2881.7106387,5421.0,1.02349,4.6,332.553092,-45.049614
11954,249.01,CANDIDATE,6.6153835,2.2833563,1362.4702841,4157.0,0.603418,4.59257,14.080026,-38.949234
11955,2490.01,CANDIDATE,,7.8938765,4407.5735305,5459.0,1.17142,4.27837,73.124509,-36.257098
11956,2491.01,CANDIDATE,5.92777,20.4068988,12984.5364661,8343.0,1.55754,4.36705,87.283391,9.627515
11957,2492.01,CANDIDATE,10.1011438,17.8995788,13099.5467775,6519.0,1.48974,4.22,90.099738,5.11447
11958,2493.01,CANDIDATE,,2.6595119,1704.3313705,4242.0,0.652251,4.62878,89.746248,-21.575094
11959,2494.01,CANDIDATE,8.3761316,9.53663,9060.0,5376.0,0.9,4.49858,90.159529,0.131482
11960,2494.02,CANDIDATE,2.4087648,2.23597,590.0,5376.0,0.9,4.49858,90.159529,0.131482
11961,2495.01,CANDIDATE,7.795385,1.8939264,2783.9129229,3356.0,0.352909,4.8711,104.827007,-4.828274
11962,2496.01,CANDIDATE,1.5746828,22.9576146,77503.5100766,3273.0,0.579963,4.66823,91.196155,-32.580197
11963,2497.01,CONFIRMED,10.6555503,11.5245,2040.0,6715.0,2.5,3.79727,90.062588,11.884058
11964,2498.01,CANDIDATE,3.7378816,4.7887659,1342.1095053,5938.0,1.29068,4.25146,95.41622,11.251648
11965,2499.01,CANDIDATE,2.5574812,17.7879,1860.0,5844.0,1.13,4.33,89.456648,-11.418203
11966,250.01,CONFIRMED,1.6284296,12.9494134,13773.0480999,5700.0,1.0941,4.39502,359.349028,-41.27722
11967,2500.01,CANDIDATE,2.9555854,13.9112345,7267.7195105,7837.0,1.57828,4.31121,96.69897,8.200979
11968,2501.01,CANDIDATE,5.3256444,2.9049153,1813.2378307,4066.0,0.658727,4.60684,108.066593,-44.027544
11969,2502.01,CONFIRMED,3.1413825,13.070864,5433.0348726,6534.0,1.73409,4.09026,101.394805,-33.881692
11970,2503.01,CONFIRMED,1.6751568,13.2366563,17781.0520005,5457.0,0.963518,4.44807,94.444759,-35.706364
11971,2504.01,CANDIDATE,13.5942966,14.7298104,2941.2235648,8389.0,1.69485,4.29787,97.214862,11.53189
11972,2505.01,CANDIDATE,2.8972041,4.096,640.0,5879.0,1.55,4.09,95.486535,-11.541394
11973,2506.01,CANDIDATE,14.9695925,3.04784,430.0,6456.0,1.46,,92.010974,-39.010809
11974,2507.01,CANDIDATE,17.3051476,2.7663379,657.1128437,5824.0,0.923281,4.53,82.559826,-43.798459
11975,2508.01,CANDIDATE,1.6951056,3.11352,370.0,6796.0,1.61,,104.817965,-14.444511
11976,2509.01,CANDIDATE,1.5339665,4.28924,470.0,6694.0,1.92,4.02,94.409738,-9.631072
11977,251.01,CONFIRMED,4.9377013,3.028918,874.2176931,5862.0,0.955756,4.51783,353.062066,-37.255863
11978,2510.01,FALSE POSITIVE,1.9785134,2.77539,410.0,6317.0,1.23,4.35,101.397361,-46.565471
11979,2511.01,FALSE POSITIVE,0.7951534,9.70612,1920.0,6811.0,1.96,4.02,104.752514,-7.897455
11980,2512.01,CANDIDATE,2.3933087,2.03235,150.0,6393.0,1.72,4.08,93.509715,-20.997714
11981,2513.01,CANDIDATE,2.5577037,3.9587,530.0,6039.0,1.7,4.03,94.027709,-21.279477
11982,2514.01,CANDIDATE,6.3951381,2.10043,510.0,5563.0,0.98,4.45,86.719534,-17.029089
11983,2515.01,CANDIDATE,5.9016526,13.6737,2450.0,6127.0,1.74,4.02,89.293899,-18.672245
11984,2516.01,CANDIDATE,5.4927168,18.5905,5290.0,9623.0,2.37,4.08,109.0444,-17.453065
11985,2517.01,FALSE POSITIVE,2.6788253,5.07891,350.0,6863.0,2.19,3.93,99.172585,-23.309761
11986,2518.01,CANDIDATE,6.8979281,2.18129,490.0,6016.0,0.99,4.49,105.44485,-34.919687
11987,2519.01,CANDIDATE,6.9551801,2.29124,770.0,4742.0,0.75,4.57,97.891717,-23.951598
11988,252.01,CANDIDATE,1.0021903,8.64951,1892.0,5071.0,0.87,4.48308,57.553653,-63.053919
11989,2520.01,CANDIDATE,2.0944084,1.39836,320.0,5298.0,0.77,4.62,106.841463,-11.436773
11990,2521.01,CANDIDATE,5.563087,9.04133,2520.0,5491.4,1.72,3.85,93.529144,-8.062309
11991,2522.01,CANDIDATE,2.0988541,1.66554,350.0,5531.0,0.97,4.45,107.118513,-12.147866
11992,2523.01,CANDIDATE,4.6410823,2.86438,660.0,5809.0,1.12,4.36,95.809871,-11.348617
11993,2524.01,CANDIDATE,7.185813,13.1612,11880.0,5758.3,1.19,4.3,160.886843,-1.912698
11994,2525.01,CANDIDATE,23.349908,6.63684,6090.0,4944.0,0.82,4.51,86.850974,-60.521308
11995,2525.02,CANDIDATE,49.2423796,10.3421,14290.0,4944.0,0.82,4.51,86.850974,-60.521308
11996,2526.01,CANDIDATE,8.0115238,11.5893,7810.0,5923.0,1.29,4.25,270.134849,-65.613808
11997,2527.01,CANDIDATE,2.3018922,12.146,1260.0,6919.0,3.45,3.54,136.653301,-50.48045
11998,2528.01,CANDIDATE,11.7288299,10.0777,11480.0,5980.0,0.91,4.56,188.834597,-18.029479
11999,2529.01,CANDIDATE,,10.9718,4240.0,5822.0,1.75,3.97,118.994535,-52.354833
12000,253.01,CANDIDATE,3.5104938,1.3353932,311.9616801,4020.0,0.639371,4.438,14.318503,-51.585251
12001,2530.01,CANDIDATE,,11.1787,21624.0,4490.0,0.74,4.55,16.772687,-68.368103
12002,2531.01,CANDIDATE,8.1484094,10.6773,14290.0,5320.0,0.87,4.52,52.531218,-60.875623
12003,2532.01,CANDIDATE,16.7055445,13.8512,10020.0,5560.0,0.88,4.54,201.167653,-19.89616
12004,2533.01,CANDIDATE,6.6846984,10.358,7030.0,6144.3,1.13,4.4,212.638797,26.42343
12005,2534.01,CANDIDATE,,12.0956,5180.0,6421.5,1.64,4.12,338.644613,-57.570425
12006,2535.01,CANDIDATE,16.4452725,9.85518,11810.0,5278.0,0.88,4.51,185.529463,-24.943187
12007,2536.01,CANDIDATE,31.9919595,,13054.0547159,5780.0,,4.438,90.963936,-39.546448
12008,2537.01,CANDIDATE,1035.1414469,14.5548,19640.0,4696.7,1.01,4.54,54.388266,10.057746
12009,2538.01,CANDIDATE,2.9103781,12.2597,1480.0,7340.8,3.5,4.09,95.226318,-7.29894
12010,2539.01,CANDIDATE,0.985586,5.2012051,1343.3387762,5799.4,1.38013,4.11,93.038442,-30.787931
12011,2540.01,CANDIDATE,12.7187255,2.5924633,1144.1789073,4036.3,0.661076,4.65,82.558548,-42.697946
12012,2540.02,CANDIDATE,22.0819969,2.28729,1019.0,4036.3,0.66,4.65,82.558548,-42.697946
12013,2541.01,CANDIDATE,1.4118418,8.14924,520.0,7839.6,3.52,4.13,80.508824,-25.722355
12014,2542.01,CANDIDATE,4.1076978,,36588.3470508,5780.0,,4.438,120.556913,-23.523374
12015,2543.01,CONFIRMED,7.5428086,9.68783,2398.0,6349.8,1.87,4.11,136.596917,3.56767
12016,2544.01,CANDIDATE,10.5305789,9.0697058,2004.6307229,5441.0,1.98859,4.41,120.153396,-54.509002
12017,2545.01,CANDIDATE,7.9940367,2.5576021,404.6194381,5846.29,1.25324,4.26525,135.545803,-3.420819
12018,2546.01,CANDIDATE,2.1811989,18.7156,2300.0,6125.96,1.46,4.17403,120.969221,11.135462
12019,2547.01,CONFIRMED,2.3114199,14.2928,16090.0,5785.79,1.07,4.39543,133.324298,8.523017
12020,2548.01,CONFIRMED,8.5232419,11.7176415,17619.2632602,5238.0,0.836592,4.54438,131.106996,1.859893
12021,2549.01,CANDIDATE,4.8578823,,10997.7451656,8303.0,,4.438,121.98269,-44.666911
12022,255.01,CONFIRMED,2.8126485,12.0658006,13994.0625365,5700.0,1.00957,4.39704,346.075086,-21.272017
12023,2550.01,CANDIDATE,9.070106,6.2162,3980.0,5509.1,0.92,4.52,122.228117,12.207623
12024,2551.01,CANDIDATE,5.436841,7.79881,2660.0,7980.0,1.49,4.37685,112.515604,-11.79048
12025,2552.01,CANDIDATE,2.3690272,3.0087061,1948.7527415,4007.0,0.684741,4.56359,115.918702,-10.257081
12026,2553.01,CANDIDATE,8.384818,11.3276,12010.0,5757.5,1.02,4.29,121.852319,-49.602939
12027,2554.01,FALSE POSITIVE,6.2636501,17.7665063,7043.2784811,6969.2,2.04438,4.17,126.755088,-20.680147
12028,2555.01,CANDIDATE,16.0475029,19.3344,13630.0,6337.5,1.6,,123.488475,-24.7173
12029,2556.01,CANDIDATE,8.0149323,9.5021286,4426.4689118,5886.2,1.3302799,4.25,128.702871,8.569483
12030,2557.01,CANDIDATE,9.8305096,24.4466582,4989.9064959,6683.6,2.86532,,119.245948,-49.473563
12031,2558.01,CANDIDATE,17.7837633,11.928945,6450.9142418,5834.0,1.38395,4.25,128.24579,-25.256245
12032,2559.01,CANDIDATE,4.2002507,14.9915,25670.0,5709.9,0.91,4.53,312.011689,-35.842605
12033,256.01,CONFIRMED,24.7373412,1.8439453,6560.492087,3131.0,0.215535,5.05701,11.248632,-15.274109
12034,256.02,CONFIRMED,3.7779418,1.5659937,3469.450739,3131.0,0.215535,5.05701,11.248632,-15.274109
12035,2560.01,CANDIDATE,3.5511203,13.8379,19660.0,5321.0,0.98,4.42,332.759205,-27.295719
12036,2561.01,CANDIDATE,2.7753854,15.8225,9450.0,5905.0,1.62,4.05,318.600471,66.404803
12037,2562.01,CANDIDATE,4.0483694,13.7358,12240.0,6054.0,1.24,4.3,292.018975,77.378608
12038,2563.01,CANDIDATE,5.0182774,13.5268,17110.0,5487.0,1.02,4.41,310.743276,70.275792
12039,2564.01,CANDIDATE,3.7257102,11.0938,9010.0,5698.0,1.14,4.33,123.272901,9.447684
12040,2565.01,CANDIDATE,3.9682154,11.9577,3830.0,5840.0,1.9,3.9,117.047514,2.123685
12041,2566.01,CANDIDATE,4.2097719,8.0753542,10013.1810613,4927.6,0.816613,4.52,195.312675,58.419067
12042,2567.01,CANDIDATE,5.9843494,10.2389519,3499.6316046,5609.0,1.71761,3.96,288.465668,66.347938
12043,2568.01,CANDIDATE,3.4843271,15.9782,10320.0,7250.0,1.57,4.26,115.680423,1.361299
12044,2569.01,CANDIDATE,13.1147744,9.79059,3890.0,5496.1,1.54,4.04,67.278845,-1.909532
12045,257.01,CONFIRMED,18.3877081,6.3790962,1191.0283192,6382.7,1.76557,4.05,47.517261,-50.832263
12046,2570.01,CANDIDATE,2.9887607,14.4391,14840.0,5639.0,1.12,4.34,87.18804,32.084043
12047,2571.01,FALSE POSITIVE,6.0027375,8.72806,6100.0,5633.0,1.08,,333.592905,32.490119
12048,2572.01,CANDIDATE,3.5985851,11.8109,6710.0,6303.0,1.45,4.21,114.263688,6.716773
12049,2573.01,CANDIDATE,4.5815438,15.1889,19550.0,5525.0,1.07,4.37,336.709476,-39.789358
12050,2574.01,CANDIDATE,4.4817667,18.5756,20760.0,6734.0,1.25,4.41,232.809527,79.267227
12051,2575.01,CANDIDATE,3.1713674,13.5984841,8434.7280118,6140.0,1.45618,4.18,153.799642,72.010236
12052,2576.01,CANDIDATE,3.8229149,13.5313,11780.0,6166.4,1.21,4.34,83.653961,30.406374
12053,2577.01,CANDIDATE,3.7494409,13.2544,4860.0,7899.0,1.89,4.16,112.022979,-34.343112
12054,2578.01,CANDIDATE,3.4577316,13.7261,9820.0,6427.8,1.27,4.35,68.052102,52.252655
12055,2579.01,CONFIRMED,3.7146465,15.1579,12610.0,5783.0,1.32,4.21,157.412341,70.527083
12056,258.01,FALSE POSITIVE,3.1901603,11.8895,2680.0,6474.57,1.99,4.26363,85.467425,-56.740455
12057,2580.01,CANDIDATE,3.397862,18.3834,9960.0,6590.0,1.83,4.05,62.199207,67.116526
12058,2581.01,CANDIDATE,3.5838508,12.4141,12480.0,5450.0,1.08,4.35,65.854872,-10.471779
12059,2582.01,CANDIDATE,3.0182536,9.137403,9650.5172641,5238.0,0.930079,,277.291791,48.059938
12060,2583.01,CANDIDATE,4.5212778,14.8561871,8921.363127,6050.0,1.49494,4.14,272.267029,45.3369
12061,2584.01,CANDIDATE,4.6965638,16.2589,12380.0,6502.7,1.43,4.25,125.108796,7.588913
12062,2585.01,FALSE POSITIVE,4.0265859,1.94676,650.0,5276.5,0.78,4.6,132.541715,-2.979643
12063,2586.01,CANDIDATE,9.5835608,12.6233,1150.0,5781.0,1.91,3.89,125.421468,6.334945
12064,2587.01,CANDIDATE,5.4566563,10.9408,4160.0,5674.8,1.72,4.04,115.93171,-1.073333
12065,2588.01,CANDIDATE,3.587158,10.0104,3120.0,6495.7,1.75,4.26,109.05005,-45.214851
12066,2589.01,CANDIDATE,796.418,11.7392,8878.0,5581.0,1.07,4.16,107.48815,-37.230948
12067,259.01,CONFIRMED,2.4238226,12.2562719,16167.1783697,5410.0,0.93,4.47919,3.903273,-11.938264
12068,2590.01,CANDIDATE,0.7460577,1.77725,240.0,6162.0,1.13,4.4,97.800408,3.470486
12069,2591.01,CANDIDATE,8.493027,20.982,20750.0,6287.0,1.41,4.23,98.024193,11.852283
12070,2592.01,CANDIDATE,3.4559382,,2840.0,9290.0,,4.08,108.494567,1.964281
12071,2593.01,CANDIDATE,1.4711386,6.70217,839.0,6514.0,2.19,3.88,105.223561,8.095671
12072,2594.01,CANDIDATE,2.682814,23.5198,1080.0,8528.0,5.28,,91.216391,8.365173
12073,2595.01,CANDIDATE,3.817421,3.32507,1000.0,6033.7,1.02,4.47,91.399969,14.356915
12074,2596.01,CANDIDATE,16.2709828,6.81631,5870.0,4811.0,0.87,4.45,98.01194,-5.479794
12075,2597.01,CANDIDATE,3.6039259,9.20389,940.0,7080.0,3.05,3.67,99.021022,8.430202
12076,2598.01,CANDIDATE,5.73436,21.0528,17740.0,4405.0,0.86,4.41,91.233761,-1.134248
12077,2599.01,CANDIDATE,4.1554362,11.1924,1020.0,6352.0,3.53,3.44,103.357151,7.266611
12078,260.01,CANDIDATE,13.470018,1.637881,686.53595,4111.0,0.631587,4.6461,4.773018,-9.96615
12079,2600.01,CANDIDATE,5.3376282,16.1323,2060.0,4825.0,3.5,,101.408331,0.668553
12080,2601.01,CANDIDATE,6.0210332,18.8835,7500.0,7668.0,1.93,,113.407619,-21.468152
12081,2602.01,CANDIDATE,7.2340433,18.838736,10747.1714564,6770.0,1.73783,4.11942,136.507536,-39.548224
12082,2603.01,CANDIDATE,1.3326844,11.7282926,38662.3722174,3947.0,0.594491,4.65587,142.566679,-18.843066
12083,2604.01,CONFIRMED,4.90969,15.2547692,5073.7568046,6606.0,2.09179,3.93691,144.287609,-29.800444
12084,2605.01,CANDIDATE,20.6005793,8.1782864,12106.6702221,3821.0,0.494575,4.74216,124.356588,-34.466852
12085,2606.01,CANDIDATE,1.4509175,20.5418,7270.0,6472.0,1.24,4.37386,132.301391,-60.334982
12086,2607.01,CANDIDATE,2.2338786,3.1159001,318.9211436,6422.3,1.65992,4.10848,86.018583,-59.946092
12087,2608.01,CANDIDATE,4.724665,12.5337443,6163.2889314,5385.7,1.5727,4.4,69.427367,-80.507846
12088,2609.01,CANDIDATE,1.1646972,6.1284911,2228.5904539,5979.0,1.23369,4.29665,152.492231,-12.178676
12089,261.01,CANDIDATE,3.3639254,3.0449863,422.0610761,5890.3,1.28018,3.92,15.218141,-24.423993
12090,261.02,CONFIRMED,13.0393586,3.3482223,625.5995687,5890.3,1.31383,3.92,15.218141,-24.423993
12091,2610.01,CANDIDATE,2.1538959,16.0166732,96363.0926604,3148.0,0.483749,4.75166,118.049909,-48.498597
12092,2612.01,CANDIDATE,13.3572104,19.2978,29950.0,6636.1,1.12,,86.441717,-61.660023
12093,2613.01,CANDIDATE,15.2015324,21.2201,37010.0,6042.0,1.07,4.43,22.910564,-67.609909
12094,2614.01,CANDIDATE,4.8103038,14.9699995,21198.5583641,5860.3,1.0,4.3,17.195291,-78.17312
12095,2615.01,CANDIDATE,2.2687617,12.7782,6270.0,5690.0,1.08,4.38,11.477733,-66.833497
12096,2616.01,CANDIDATE,1.8531628,13.5946,34220.0,5355.0,0.68,4.46,34.562228,-64.806837
12097,2617.01,CANDIDATE,6.3187442,16.8683,28370.0,4961.0,0.98,4.43,96.953582,-58.051575
12098,2618.01,CANDIDATE,8.2500143,11.8684,2250.0,7386.5,1.59,4.2,67.774353,-68.033517
12099,2619.01,CANDIDATE,12.4724734,12.11,23020.0,4966.0,0.79,,54.408387,-70.330657
12100,262.01,CONFIRMED,11.1452784,2.0671456,566.2736451,5302.58,0.848675,4.53515,32.534687,-31.070627
12101,2620.01,CANDIDATE,10.355872,17.5799,18400.0,5896.0,1.26,4.27,42.919909,-80.675467
12102,2621.01,CANDIDATE,2.4125016,23.2238,9940.0,6190.0,1.22,4.34,62.222329,-83.951914
12103,2622.01,CANDIDATE,1.2207037,17.4662,25580.0,5991.0,1.06,4.43,82.55168,-57.41168
12104,2623.01,FALSE POSITIVE,0.5474737,10.9219,1430.0,5073.0,2.84,3.5,332.926877,-63.167437
12105,2624.01,CANDIDATE,3.0235362,13.178,26980.0,5141.0,0.78,4.6,110.358754,-61.318059
12106,2625.01,CANDIDATE,2.1481182,,21030.0,5876.0,,,120.194098,-64.182197
12107,2626.01,CANDIDATE,3.4562542,10.8897,20520.0,4404.0,0.75,4.52,113.559595,-67.748369
12108,2627.01,CANDIDATE,1.0649771,12.4794,14670.0,5427.0,0.97,4.45,349.381113,-54.270063
12109,2628.01,CANDIDATE,0.8715953,10.5535,6610.0,5969.0,1.21,4.31,97.08024,-56.965142
12110,2629.01,CANDIDATE,11.4856846,15.0335,9840.0,5893.0,1.42,4.16,41.51867,-68.957624
12111,263.01,CONFIRMED,0.5568095,9.6870229,45140.5350425,3116.0,0.439738,5.06043,37.108277,-25.097329
12112,2630.01,CANDIDATE,9.7130596,12.3196,3540.0,6125.1,1.88,4.0,115.68867,-68.864513
12113,2631.01,CANDIDATE,6.6314734,13.002,9420.0,5752.2,1.08,4.4,330.103141,-48.71064
12114,2632.01,FALSE POSITIVE,0.907105,7.82059,1430.0,6164.0,1.13,4.4,335.467524,-57.758448
12115,2633.01,CANDIDATE,18.1960491,8.8304863,2203.3245309,7811.0,1.67013,4.25974,111.590401,-13.925637
12116,2634.01,CANDIDATE,,5.8424203,2801.2247588,5349.16,0.95524,4.438,41.036551,3.910232
12117,2635.01,CANDIDATE,7.4560799,14.5250334,2507.294896,6502.0,2.8327301,3.65751,151.148732,-42.905058
12118,2636.01,CANDIDATE,3.105494,14.1277,5160.0,7176.0,1.9,4.13,162.41273,-50.599282
12119,2637.01,CANDIDATE,0.304152,,105147.465567,5780.0,,4.438,110.426175,-64.014145
12120,2638.01,CANDIDATE,3.9303977,,2324.9883757,5780.0,,4.438,159.842558,-55.491807
12121,2639.01,CANDIDATE,15.3366734,16.1921762,29310.0033827,5417.0,0.943467,4.46174,187.357691,-10.985068
12122,264.01,CONFIRMED,2.21674,18.2508,4580.0,6250.0,2.66,3.98811,41.040078,-30.169078
12123,2640.01,CANDIDATE,0.9112206,7.3931803,71047.5639651,2999.0,0.274907,4.95462,150.273202,-52.435796
12124,2641.01,CANDIDATE,4.8806203,6.9207346,2796.2699322,6309.0,1.27132,4.32298,171.130372,-42.732139
12125,2642.01,CONFIRMED,3.0652926,13.3524,11240.0,6229.0,1.22,4.34122,166.3188,-34.122745
12126,2643.01,CONFIRMED,9.1720535,9.02881,580.0,4933.0,3.79,4.438,182.166267,-8.747217
12127,2644.01,CANDIDATE,9.7439744,9.5314099,6711.0590566,5383.0,0.983025,4.438,181.692982,-16.510294
12128,2645.01,CANDIDATE,1.4436707,20.6267,43280.0,5465.0,0.94,4.47,67.136823,-56.515644
12129,2646.01,CANDIDATE,0.3125737,8.09753,4540.0,5202.0,0.84,4.53,114.43704,-63.551482
12130,2647.01,CANDIDATE,0.5136654,14.481,3340.0,5270.0,1.33,4.14,16.317956,-65.048931
12131,2648.01,CANDIDATE,4.7760382,13.8814,11280.0,5904.3,1.24,4.28,24.174488,-64.876085
12132,2649.01,CANDIDATE,3.375591,13.2361,11630.0,6408.0,1.22,4.38,24.009341,-55.793785
12133,265.01,CONFIRMED,5.9242661,9.3440442,11796.3303624,5310.0,0.846671,4.59604,49.562173,-41.302023
12134,2650.01,CANDIDATE,2.229735,11.8248,6490.0,5913.0,1.37,4.2,115.95416,-68.582565
12135,2651.01,FALSE POSITIVE,7.3164282,17.3698,37130.0,4884.0,0.83,4.5,66.302329,-66.717121
12136,2652.01,CANDIDATE,2.484912,,7950.0,6240.8,,,98.03586,-64.395761
12137,2653.01,CANDIDATE,0.9268486,,1640.0,6317.3,,4.31,84.275368,-64.464325
12138,2654.01,CANDIDATE,2.967599,8.00413,10410.0,4396.0,0.76,4.52,52.981538,-47.994691
12139,2655.01,CANDIDATE,4.7277153,6.45464,4000.0,5601.0,1.05,4.39,40.357932,-52.362841
12140,2656.01,CANDIDATE,7.7898378,9.36784,11390.0,5091.5,0.85,4.48,31.900021,-56.14061
12141,2657.01,CANDIDATE,2.7985528,12.3741,12220.0,5416.0,1.09,4.33,50.902882,-40.211208
12142,2658.01,CANDIDATE,8.8759249,17.3933,28460.0,5528.3,1.02,4.38,45.374736,-68.945247
12143,2659.01,CANDIDATE,1.2558789,14.1053,22260.0,4926.0,0.91,4.43,41.060793,-40.196949
12144,266.01,CANDIDATE,10.7510107,2.3581827,638.0928566,5784.0,0.918917,4.438,26.209253,-18.401384
12145,266.02,CANDIDATE,6.19132,1.759371,345.240264,5784.0,0.929557,4.438,26.209253,-18.401384
12146,2660.01,CANDIDATE,5.0183771,10.7644,2500.0,5011.2,2.15,4.49,66.885596,-54.184998
12147,2661.01,CANDIDATE,3.6257584,12.2058,10450.0,5606.0,1.17,4.3,59.909995,-46.988413
12148,2662.01,CANDIDATE,3.790687,12.9604,15240.0,5542.0,1.02,4.41,21.498236,-14.818658
12149,2663.01,CANDIDATE,0.58228,7.80197,3170.0,6288.0,1.32,4.29,9.289758,-13.941227
12150,2664.01,FALSE POSITIVE,3.9606004,10.3965,6680.0,5863.0,1.04,4.43,156.922386,0.501027
12151,2665.01,CANDIDATE,2.8456575,6.83879,2290.0,6112.0,1.3,4.27,134.15896,-34.628475
12152,2666.01,CANDIDATE,,16.6553,22040.0,5212.0,1.11,4.3,139.480865,-3.387525
12153,2667.01,CANDIDATE,7.7515759,12.9241,670.0,5133.0,4.75,,133.993484,-14.35529
12154,2668.01,CANDIDATE,1.1159326,6.17322,840.0,6859.0,1.68,4.16,137.028642,-39.350904
12155,2669.01,CONFIRMED,6.2034438,10.1392,650.0,4859.0,3.98,,134.722645,-13.312579
12156,267.01,CONFIRMED,5.7525822,12.7042648,5272.3617789,6180.0,1.70927,4.11766,39.897669,-50.008193
12157,2670.01,CANDIDATE,748.5175872,9.64792,4138.0,6332.0,1.39,,133.755005,-37.341245
12158,2671.01,CANDIDATE,3.1630387,6.82612,1130.0,6187.0,1.34,4.26,132.269994,-36.578257
12159,2672.01,CANDIDATE,10.7189647,18.5904,4830.0,7830.0,2.07,4.07,118.897492,-25.86546
12160,2673.01,CANDIDATE,1.9126534,2.36748,350.0,5601.4,1.24,4.24,130.932185,-26.980824
12161,2674.01,CANDIDATE,7.2972359,13.2402,3780.0,6433.0,2.1,3.91,173.024957,-20.632635
12162,2675.01,CANDIDATE,1.476869,13.2219,2670.0,6712.0,1.37,4.28,64.262587,-29.524909
12163,2676.01,CANDIDATE,3.4082154,16.7879,10060.0,6231.4,1.59,4.11,35.419766,0.513621
12164,2677.01,CANDIDATE,6.4967452,19.5904,4930.0,5186.9,1.53,,35.242357,-10.385468
12165,2678.01,CANDIDATE,3.4523955,10.2673,13260.0,5614.0,0.94,4.49,79.671516,-44.466494
12166,2679.01,CANDIDATE,3.8539027,11.8808,14520.0,5805.0,0.93,4.52,52.733981,-39.613572
12167,268.01,CANDIDATE,5.066175,7.69012,1350.0,5868.0,2.17,3.57327,65.915528,-53.851102
12168,2680.01,FALSE POSITIVE,0.6293198,4.46635,3730.0,5508.0,0.79,4.63,75.439417,-49.284463
12169,2681.01,CANDIDATE,3.1292868,12.0419,7430.0,6078.0,1.32,4.25,45.019629,-32.74462
12170,2682.01,CANDIDATE,2.5981987,11.5397,14260.0,5516.0,0.93,4.49,52.705622,-49.715496
12171,2683.01,CANDIDATE,1.5292851,12.6875,2800.0,6295.5,2.21,,76.314156,-42.128668
12172,2684.01,CANDIDATE,2.4756487,5.25914,4370.0,4633.0,0.8,4.5,74.431769,-47.021434
